OffspringID,MotherID,FatherID,FamilyID,,,,,,Family
G1T1701_150_002_D1_G,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_150_002_D10_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_002_D12_G,G1T1701_BR_053_GP,G1T1701_BR_005_P,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,
G1T1701_150_002_D3_G,G1T1701_BR_401_MP,G1T1701_BR_025_P,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,
G1T1701_150_002_D4_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_002_D7_G,G1T1701_BR_113_MP,G1T1701_BR_262_MP,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,
G1T1701_150_002_D8_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_002_D9_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_002_E1_G,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_150_002_E10_G,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_150_002_E11_G,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_150_002_E12_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_002_E2_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_002_E4_G,G1T1701_BR_057_GP,G1T1701_BR_014_P,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,,
G1T1701_150_002_E5_G,G1T1701_BR_053_GP,G1T1701_BR_005_P,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,
G1T1701_150_002_E7_G,G1T1701_BR_113_MP,G1T1701_BR_262_MP,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,
G1T1701_150_002_E8_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_002_E9_G,G1T1701_BR_055_P,G1T1701_BR_444_MP,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,,
G1T1701_150_002_F1_G,G1T1701_BR_055_P,G1T1701_BR_444_MP,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,,
G1T1701_150_002_F10_G,G1T1701_BR_049_GP,G1T1701_BR_003_P,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,
G1T1701_150_002_F11_G,G1T1701_BR_067_GP,G1T1701_BR_037_P,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,
G1T1701_150_002_F12_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_002_F2_G,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_150_002_F3_G,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_150_002_F4_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_002_F5_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_002_F6_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_002_F7_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_002_F8_G,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_150_002_F9_G,G1T1701_BR_067_GP,G1T1701_BR_037_P,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,
G1T1701_150_002_G1_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_002_G2_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_002_G4_G,G1T1701_BR_053_GP,G1T1701_BR_005_P,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,
G1T1701_150_002_G5_G,G1T1701_BR_113_MP,G1T1701_BR_262_MP,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,
G1T1701_150_002_G7_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_002_G8_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_002_G9_G,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_150_002_H1_G,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_150_002_H10_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_002_H4_G,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_150_002_H5_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_002_H6_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_002_H7_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_002_H8_G,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_150_002_H9_G,G1T1701_BR_134_MP,G1T1701_BR_444_MP,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,
G1T1701_150_003_A1_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_003_A10_G,G1T1701_BR_139_MP,G1T1701_BR_042_P,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,
G1T1701_150_003_A12_G,G1T1701_BR_211_MP,G1T1701_BR_428_MP,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,,
G1T1701_150_003_A2_G,G1T1701_BR_095_MP,G1T1701_BR_283_MP,G1T1701_BR_095_MP__G1T1701_BR_283_MP,,,,,,
G1T1701_150_003_A3_G,G1T1701_BR_067_GP,G1T1701_BR_038_P,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,
G1T1701_150_003_A4_G,G1T1701_BR_211_MP,G1T1701_BR_428_MP,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,,
G1T1701_150_003_A5_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_003_A6_G,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_150_003_A7_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_B1_G,G1T1701_BR_060_P,G1T1701_BR_022_P,G1T1701_BR_060_P__G1T1701_BR_022_P,,,,,,
G1T1701_150_003_B10_G,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_150_003_B11_G,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_150_003_B12_G,G1T1701_BR_095_MP,G1T1701_BR_445_MP,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,,
G1T1701_150_003_B2_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_003_B4_G,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_150_003_B6_G,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_150_003_B7_G,G1T1701_BR_049_GP,G1T1701_BR_003_P,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,
G1T1701_150_003_B8_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_B9_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_C1_G,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_150_003_C10_G,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_150_003_C11_G,G1T1701_BR_067_GP,G1T1701_BR_038_P,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,
G1T1701_150_003_C12_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_C3_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_003_C6_G,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_150_003_C7_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_003_C8_G,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_150_003_C9_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_003_D1_G,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_150_003_D10_G,G1T1701_BR_049_GP,G1T1701_BR_003_P,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,
G1T1701_150_003_D11_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_D12_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_D2_G,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_150_003_D3_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_D4_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_003_D5_G,G1T1701_BR_064_P,G1T1701_BR_033_P,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,,
G1T1701_150_003_D6_G,G1T1701_BR_095_MP,G1T1701_BR_445_MP,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,,
G1T1701_150_003_D7_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_D9_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_003_E10_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_E11_G,G1T1701_BR_067_GP,G1T1701_BR_037_P,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,
G1T1701_150_003_E12_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_003_E2_G,G1T1701_BR_049_GP,G1T1701_BR_003_P,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,
G1T1701_150_003_E3_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_003_E5_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_E6_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_003_E7_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_003_E9_G,G1T1701_BR_113_MP,G1T1701_BR_262_MP,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_F11_G,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_150_003_F12_G,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_150_003_F5_G,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_150_003_F6_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_F7_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_F8_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_003_G10_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_003_G11_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_G3_G,G1T1701_BR_049_GP,G1T1701_BR_003_P,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,
G1T1701_150_003_G4_G,G1T1701_BR_139_MP,G1T1701_BR_042_P,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,
G1T1701_150_003_G5_G,G1T1701_BR_054_P,G1T1701_BR_017_P,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,,
G1T1701_150_003_G6_G,G1T1701_BR_095_MP,G1T1701_BR_445_MP,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,,
G1T1701_150_003_G8_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_G9_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_H1_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_H10_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_003_H11_G,G1T1701_BR_095_MP,G1T1701_BR_445_MP,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,,
G1T1701_150_003_H2_G,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_150_003_H3_G,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_150_003_H5_G,G1T1701_BR_067_GP,G1T1701_BR_037_P,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,
G1T1701_150_003_H6_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_003_H7_G,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_150_003_H8_G,G1T1701_BR_053_GP,G1T1701_BR_005_P,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,
G1T1701_150_003_H9_G,G1T1701_BR_113_MP,G1T1701_BR_262_MP,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_A1_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_004_A12_G,G1T1701_BR_067_GP,G1T1701_BR_037_P,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,
G1T1701_150_004_A2_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_004_A3_G,G1T1701_BR_401_MP,G1T1701_BR_025_P,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,
G1T1701_150_004_A4_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_004_A5_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_004_A6_G,G1T1701_BR_123_MP,G1T1701_BR_251_MP,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,
G1T1701_150_004_A7_G,G1T1701_BR_057_GP,G1T1701_BR_012_P,G1T1701_BR_057_GP__G1T1701_BR_012_P,,,,,,
G1T1701_150_004_A8_G,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_150_004_B1_G,G1T1701_BR_119_MP,G1T1701_BR_015_P,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,
G1T1701_150_004_B11_G,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_150_004_B2_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_004_B3_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_004_B4_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_B5_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_B7_G,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_150_004_B9_G,G1T1701_BR_049_GP,G1T1701_BR_003_P,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,
G1T1701_150_004_C1_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_004_C4_G,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_150_004_C5_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_004_C6_G,G1T1701_BR_067_GP,G1T1701_BR_038_P,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,
G1T1701_150_004_C7_G,G1T1701_BR_060_P,G1T1701_BR_022_P,G1T1701_BR_060_P__G1T1701_BR_022_P,,,,,,
G1T1701_150_004_C9_G,G1T1701_BR_067_GP,G1T1701_BR_037_P,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,
G1T1701_150_004_D10_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_D12_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_D2_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_004_D5_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_004_D7_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_D8_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_D9_G,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_150_004_E1_G,G1T1701_BR_049_GP,G1T1701_BR_003_P,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,
G1T1701_150_004_E11_G,G1T1701_BR_049_GP,G1T1701_BR_003_P,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,
G1T1701_150_004_E12_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_150_004_E2_G,G1T1701_BR_067_GP,G1T1701_BR_038_P,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,
G1T1701_150_004_E3_G,G1T1701_BR_067_GP,G1T1701_BR_038_P,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,
G1T1701_150_004_E4_G,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_150_004_E5_G,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_150_004_E6_G,G1T1701_BR_113_MP,G1T1701_BR_262_MP,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_E7_G,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_150_004_E8_G,G1T1701_BR_134_MP,G1T1701_BR_444_MP,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,
G1T1701_150_004_E9_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_F12_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_004_F3_G,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_150_004_F5_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_004_F6_G,G1T1701_BR_095_MP,G1T1701_BR_283_MP,G1T1701_BR_095_MP__G1T1701_BR_283_MP,,,,,,
G1T1701_150_004_F7_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_G11_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_G2_G,G1T1701_BR_461_P,G1T1701_BR_041_P,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,,
G1T1701_150_004_G3_G,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_150_004_G4_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_004_G5_G,G1T1701_BR_057_GP,G1T1701_BR_012_P,G1T1701_BR_057_GP__G1T1701_BR_012_P,,,,,,
G1T1701_150_004_G6_G,G1T1701_BR_057_GP,G1T1701_BR_012_P,G1T1701_BR_057_GP__G1T1701_BR_012_P,,,,,,
G1T1701_150_004_G7_G,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_150_004_G8_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_004_G9_G,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_150_004_H1_G,G1T1701_BR_049_GP,G1T1701_BR_003_P,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,
G1T1701_150_004_H10_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_004_H2_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_004_H3_G,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_150_004_H6_G,G1T1701_BR_057_GP,G1T1701_BR_012_P,G1T1701_BR_057_GP__G1T1701_BR_012_P,,,,,,
G1T1701_150_004_H7_G,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_150_004_H9_G,G1T1701_BR_064_P,G1T1701_BR_033_P,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,,
G1T1701_150_005_A1_G,G1T1701_BR_067_GP,G1T1701_BR_038_P,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,
G1T1701_150_005_A11_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_005_A12_G,G1T1701_BR_067_GP,G1T1701_BR_037_P,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,
G1T1701_150_005_A2_G,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_150_005_A3_G,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_150_005_A4_G,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
