OffspringID,MotherID,FatherID,FamilyID,,,,,,Family
G1T1701_RD2_182_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_183_PL,G1T1701_BR_123_MP,G1T1701_BR_251_MP,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,
G1T1701_RD2_184_PL,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_RD2_188_PL,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_189_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_190_PL,G1T1701_BR_057_GP,G1T1701_BR_014_P,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,,
G1T1701_RD2_191_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_192_PL,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_RD2_195_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_196_PL,G1T1701_BR_095_MP,G1T1701_BR_445_MP,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,,
G1T1701_RD2_197_PL,G1T1701_BR_134_MP,G1T1701_BR_444_MP,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,
G1T1701_RD2_198_PL,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_RD2_199_PL,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_RD2_200_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_202_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_203_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_204_PL,G1T1701_BR_057_GP,G1T1701_BR_014_P,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,,
G1T1701_RD2_205_PL,G1T1701_BR_057_GP,G1T1701_BR_014_P,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,,
G1T1701_RD2_206_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_207_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_208_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_211_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_212_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_216_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_217_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_219_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_220_PL,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_RD2_221_PL,G1T1701_BR_401_MP,G1T1701_BR_025_P,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,
G1T1701_RD2_223_PL,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_RD2_224_PL,G1T1701_BR_401_MP,G1T1701_BR_025_P,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,
G1T1701_RD2_228_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_229_PL,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_RD2_230_PL,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_RD2_232_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_233_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_234_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_236_PL,G1T1701_BR_123_MP,G1T1701_BR_251_MP,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,
G1T1701_RD2_237_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_238_PL,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_240_PL,G1T1701_BR_401_MP,G1T1701_BR_025_P,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,
G1T1701_RD2_241_PL,G1T1701_BR_057_GP,G1T1701_BR_014_P,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,,
G1T1701_RD2_242_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_243_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_245_PL,G1T1701_BR_113_MP,G1T1701_BR_262_MP,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_247_PL,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_248_PL,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_249_PL,G1T1701_BR_222_M,G1T1701_BR_363_MP,G1T1701_BR_222_M__G1T1701_BR_363_MP,,,,,,
G1T1701_RD2_250_PL,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_RD2_253_PL,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_RD2_254_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_256_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_257_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_258_PL,G1T1701_BR_134_MP,G1T1701_BR_444_MP,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,
G1T1701_RD2_259_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_260_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_261_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_262_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_263_PL,G1T1701_BR_134_MP,G1T1701_BR_444_MP,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,
G1T1701_RD2_264_PL,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_RD2_265_PL,G1T1701_BR_134_MP,G1T1701_BR_444_MP,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,
G1T1701_RD2_266_PL,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_RD2_267_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_268_PL,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_RD2_269_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_270_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_272_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_275_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_276_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_277_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_278_PL,G1T1701_BR_222_M,G1T1701_BR_363_MP,G1T1701_BR_222_M__G1T1701_BR_363_MP,,,,,,
G1T1701_RD2_280_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_281_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_282_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_283_PL,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_284_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_287_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_288_PL,G1T1701_BR_057_GP,G1T1701_BR_014_P,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,,
G1T1701_RD2_289_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_291_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_292_PL,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_RD2_293_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_294_PL,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_295_PL,G1T1701_BR_134_MP,G1T1701_BR_444_MP,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,
G1T1701_RD2_296_PL,G1T1701_BR_222_M,G1T1701_BR_363_MP,G1T1701_BR_222_M__G1T1701_BR_363_MP,,,,,,
G1T1701_RD2_297_PL,G1T1701_BR_062_P,G1T1701_BR_363_MP,G1T1701_BR_062_P__G1T1701_BR_363_MP,,,,,,
G1T1701_RD2_298_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_299_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_301_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_302_PL,G1T1701_BR_211_MP,G1T1701_BR_428_MP,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,,
G1T1701_RD2_303_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_304_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_305_PL,G1T1701_BR_057_GP,G1T1701_BR_014_P,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,,
G1T1701_RD2_307_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_308_PL,G1T1701_BR_095_MP,G1T1701_BR_445_MP,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,,
G1T1701_RD2_309_PL,G1T1701_BR_113_MP,G1T1701_BR_262_MP,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_310_PL,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_RD2_312_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_313_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_314_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_315_PL,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_RD2_316_PL,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_RD2_318_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_319_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_320_PL,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_RD2_321_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_322_PL,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_RD2_323_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_325_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_327_PL,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_RD2_328_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_329_PL,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_330_PL,G1T1701_BR_095_MP,G1T1701_BR_283_MP,G1T1701_BR_095_MP__G1T1701_BR_283_MP,,,,,,
G1T1701_RD2_331_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_332_PL,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_RD2_333_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_334_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_335_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_336_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_337_PL,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_RD2_338_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_339_PL,G1T1701_BR_053_GP,G1T1701_BR_005_P,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,
G1T1701_RD2_340_PL,G1T1701_BR_123_MP,G1T1701_BR_251_MP,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,
G1T1701_RD2_341_PL,G1T1701_BR_401_MP,G1T1701_BR_450_MP,G1T1701_BR_401_MP__G1T1701_BR_450_MP,,,,,,
G1T1701_RD2_343_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_344_PL,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_RD2_346_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_347_PL,G1T1701_BR_057_GP,G1T1701_BR_014_P,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,,
G1T1701_RD2_348_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_349_PL,G1T1701_BR_095_MP,G1T1701_BR_283_MP,G1T1701_BR_095_MP__G1T1701_BR_283_MP,,,,,,
G1T1701_RD2_351_PL,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_RD2_352_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_353_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_354_PL,G1T1701_BR_123_MP,G1T1701_BR_251_MP,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,
G1T1701_RD2_355_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_357_PL,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_RD2_359_PL,G1T1701_BR_131_M,G1T1701_BR_262_MP,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,
G1T1701_RD2_361_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_362_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_363_PL,G1T1701_BR_134_MP,G1T1701_BR_444_MP,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,
G1T1701_RD2_364_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_365_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_366_PL,G1T1701_BR_222_M,G1T1701_BR_363_MP,G1T1701_BR_222_M__G1T1701_BR_363_MP,,,,,,
G1T1701_RD2_368_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_369_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_370_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_371_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_372_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_373_PL,G1T1701_BR_166_MP,G1T1701_BR_263_MP,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,
G1T1701_RD2_374_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_375_PL,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_RD2_377_PL,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_378_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_379_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_380_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_381_PL,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_RD2_383_PL,G1T1701_BR_048_P,G1T1701_BR_002_P,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_384_PL,G1T1701_BR_095_MP,G1T1701_BR_445_MP,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,,
G1T1701_RD2_385_PL,G1T1701_BR_211_MP,G1T1701_BR_189_MP,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,,
G1T1701_RD2_386_PL,G1T1701_BR_062_P,G1T1701_BR_024_P,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,,
G1T1701_RD2_387_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_389_PL,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_RD2_390_PL,G1T1701_BR_095_MP,G1T1701_BR_283_MP,G1T1701_BR_095_MP__G1T1701_BR_283_MP,,,,,,
G1T1701_RD2_391_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_392_PL,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_RD2_393_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_394_PL,G1T1701_BR_050_GP,G1T1701_BR_002_P,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,,
G1T1701_RD2_396_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_397_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_398_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_399_PL,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
G1T1701_RD2_400_PL,G1T1701_BR_134_MP,G1T1701_BR_444_MP,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,
G1T1701_RD2_401_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_402_PL,G1T1701_BR_123_MP,G1T1701_BR_251_MP,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,
G1T1701_RD2_404_PL,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_RD2_405_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_406_PL,G1T1701_BR_060_P,G1T1701_BR_022_P,G1T1701_BR_060_P__G1T1701_BR_022_P,,,,,,
G1T1701_RD2_411_PL,G1T1701_BR_119_MP,G1T1701_BR_324_MP,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,
G1T1701_RD2_412_PL,G1T1701_BR_117_MP,G1T1701_BR_348_MP,G1T1701_BR_117_MP__G1T1701_BR_348_MP,,,,,,
G1T1701_RD2_414_PL,G1T1701_BR_171_M,G1T1701_BR_189_MP,G1T1701_BR_171_M__G1T1701_BR_189_MP,,,,,,
G1T1701_RD2_415_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_416_PL,G1T1701_BR_222_M,G1T1701_BR_363_MP,G1T1701_BR_222_M__G1T1701_BR_363_MP,,,,,,
G1T1701_RD2_418_PL,G1T1701_BR_360_MP,G1T1701_BR_318_MP,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,
G1T1701_RD2_419_PL,G1T1701_BR_062_P,G1T1701_BR_023_P,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,,
G1T1701_RD2_420_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_421_PL,G1T1701_BR_048_P,G1T1701_BR_001_P,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,
G1T1701_RD2_422_PL,G1T1701_BR_053_GP,G1T1701_BR_006_P,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,
