Cohort,FamilyID,ID,class,logGAV
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_011,201604BR003,Mother,3.03
201604,B2_011,201604BR003,Mother,3.03
201604,B2_002,201604BR062,Mother,3.06
201604,B2_005,201604BR085,Mother,3.97
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_007,201604BR102,Mother,0
201604,B2_009,201604BR074,Mother,4.09
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_010,201604BR094,Mother,3.71
201604,B2_011,201604BR003,Mother,3.03
201604,B3_001,201602BR026,Mother,0
201604,B3_001,201602BR026,Mother,0
201604,B3_001,201602BR026,Mother,0
201604,B3_001,201602BR026,Mother,0
201604,B3_001,201602BR026,Mother,0
201604,B3_001,201602BR026,Mother,0
201604,B3_001,201602BR026,Mother,0
201604,B3_004,201602BR036,Mother,2.76
201604,B3_005,201602BR036,Mother,2.76
201604,B3_005,201602BR036,Mother,2.76
201604,B3_005,201602BR036,Mother,2.76
201604,B3_007,201602BR040,Mother,1.46
201604,B3_007,201602BR040,Mother,1.46
201604,B3_007,201602BR040,Mother,1.46
201604,B3_009,201602BR054,Mother,2.22
201604,B3_009,201602BR054,Mother,2.22
201604,B3_009,201602BR054,Mother,2.22
201604,B3_009,201602BR054,Mother,2.22
201604,B3_001,201602BR026,Mother,0
201604,B3_001,201602BR026,Mother,0
201604,B3_001,201602BR026,Mother,0
201604,B3_001,201602BR026,Mother,0
201604,B3_005,201602BR036,Mother,2.76
201604,B3_005,201602BR036,Mother,2.76
201604,B3_005,201602BR036,Mother,2.76
201604,B3_008,201602BR054,Mother,2.22
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_BR_001_P,Mother,3.646040919
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_BR_006_P,Mother,3.474238142
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_BR_006_P,Mother,3.474238142
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_BR_006_P,Mother,3.474238142
