Cohort,IntFamID,FamilyID,ID,class,LogGAV
201701,67,G1T1701_BR_112_MP__G1T1701_BR_002_P,G1T1701_150_005_A2_G,Offspring,1.56
201701,67,G1T1701_BR_112_MP__G1T1701_BR_002_P,G1T1701_150_005_F7_G,Offspring,0
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_002_A1_G,Offspring,0
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_002_B8_G,Offspring,2.62
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_002_D7_G,Offspring,4.27
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_002_E7_G,Offspring,1.95
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_002_G5_G,Offspring,5.19
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_003_E9_G,Offspring,0
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_003_H9_G,Offspring,0
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_004_E6_G,Offspring,3.11
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_005_B8_G,Offspring,0
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_005_D1_G,Offspring,0
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_005_E11_G,Offspring,0
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_005_G3_G,Offspring,4.54
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_150_005_H11_G,Offspring,0
201701,69,G1T1701_BR_119_MP__G1T1701_BR_015_P,G1T1701_150_001_C4_G,Offspring,2.64
201701,69,G1T1701_BR_119_MP__G1T1701_BR_015_P,G1T1701_150_004_B1_G,Offspring,0
201701,69,G1T1701_BR_119_MP__G1T1701_BR_015_P,G1T1701_150_005_H2_G,Offspring,0
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_001_A1_G,Offspring,0
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_001_C10_G,Offspring,2.13
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_002_A4_G,Offspring,3.53
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_002_E11_G,Offspring,0
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_002_F8_G,Offspring,0
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_002_H4_G,Offspring,0
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_003_H2_G,Offspring,0
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_004_B11_G,Offspring,3.72
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_004_C4_G,Offspring,0
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_004_E4_G,Offspring,3.79
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_004_E5_G,Offspring,0
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_004_H7_G,Offspring,4.65
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_005_A5_G,Offspring,1.49
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_005_D12_G,Offspring,0
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_005_F1_G,Offspring,5.34
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_150_005_F5_G,Offspring,0
201701,71,G1T1701_BR_123_MP__G1T1701_BR_251_MP,G1T1701_150_004_A6_G,Offspring,3.32
201701,71,G1T1701_BR_123_MP__G1T1701_BR_251_MP,G1T1701_150_005_H4_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_A8_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_C3_G,Offspring,1.57
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_C6_G,Offspring,1.79
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_D10_G,Offspring,1.57
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_D2_G,Offspring,1.33
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_D8_G,Offspring,1.07
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_E3_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_G11_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_G2_G,Offspring,1.14
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_H6_G,Offspring,4.17
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_A10_G,Offspring,2.45
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_A11_G,Offspring,1.88
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_A7_G,Offspring,4.27
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_A9_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_B12_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_C10_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_C12_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_C5_G,Offspring,3.93
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_D8_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_F6_G,Offspring,3.98
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_F7_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_G7_G,Offspring,2.2
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_A7_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_B8_G,Offspring,2.92
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_B9_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_C12_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_D11_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_D12_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_D3_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_D7_G,Offspring,3.64
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_E10_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_E5_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_F6_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_F7_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_G11_G,Offspring,2.86
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_G8_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_G9_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_H1_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_H6_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_B4_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_B5_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_D12_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_D7_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_D8_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_E9_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_F7_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_G11_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_G7_G,Offspring,3.64
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_005_B9_G,Offspring,2.9
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_005_C12_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_005_C2_G,Offspring,3.01
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_005_D5_G,Offspring,2.27
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_005_D6_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_005_E1_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_005_E2_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_005_G1_G,Offspring,0
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_005_G6_G,Offspring,0
201701,73,G1T1701_BR_134_MP__G1T1701_BR_444_MP,G1T1701_150_001_D11_G,Offspring,1.92
201701,73,G1T1701_BR_134_MP__G1T1701_BR_444_MP,G1T1701_150_001_F12_G,Offspring,0
201701,73,G1T1701_BR_134_MP__G1T1701_BR_444_MP,G1T1701_150_002_B9_G,Offspring,2.45
201701,73,G1T1701_BR_134_MP__G1T1701_BR_444_MP,G1T1701_150_002_H9_G,Offspring,0
201701,73,G1T1701_BR_134_MP__G1T1701_BR_444_MP,G1T1701_150_004_E8_G,Offspring,0
201701,73,G1T1701_BR_134_MP__G1T1701_BR_444_MP,G1T1701_150_005_A8_G,Offspring,1.41
201701,73,G1T1701_BR_134_MP__G1T1701_BR_444_MP,G1T1701_150_005_A9_G,Offspring,1.91
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_001_D7_G,Offspring,0
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_001_E1_G,Offspring,2.06
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_002_B4_G,Offspring,2.18
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_002_C11_G,Offspring,2.14
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_003_A10_G,Offspring,4.45
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_003_G4_G,Offspring,0
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_005_C4_G,Offspring,5.02
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_005_C6_G,Offspring,0
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_005_E7_G,Offspring,0
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_005_F12_G,Offspring,4.48
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_150_005_G11_G,Offspring,0
201701,75,G1T1701_BR_159_MP__G1T1701_BR_444_MP,G1T1701_150_001_A5_G,Offspring,1.79
201701,75,G1T1701_BR_159_MP__G1T1701_BR_444_MP,G1T1701_150_001_H1_G,Offspring,0
201701,75,G1T1701_BR_159_MP__G1T1701_BR_444_MP,G1T1701_150_002_E9_G,Offspring,2.31
201701,75,G1T1701_BR_159_MP__G1T1701_BR_444_MP,G1T1701_150_002_F1_G,Offspring,0
201701,75,G1T1701_BR_159_MP__G1T1701_BR_444_MP,G1T1701_150_005_B7_G,Offspring,0
201602,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_001_G10_G,Offspring,0
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_001_G3_G,Offspring,1.61
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_002_C7_G,Offspring,2.77
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_002_D4_G,Offspring,0
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_002_D9_G,Offspring,2.1
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_002_F12_G,Offspring,3.54
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_002_G1_G,Offspring,2.55
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_002_H10_G,Offspring,2.62
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_002_H5_G,Offspring,3.36
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_002_H6_G,Offspring,2.09
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_002_H7_G,Offspring,0
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_003_C9_G,Offspring,0
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_003_H10_G,Offspring,0
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_004_A2_G,Offspring,0
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_004_A4_G,Offspring,5.87
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_004_D5_G,Offspring,3.92
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_004_F5_G,Offspring,0
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_004_G4_G,Offspring,0
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_004_G9_G,Offspring,0
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_150_005_A7_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_001_B11_G,Offspring,1.63
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_001_B12_G,Offspring,2.12
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_001_C1_G,Offspring,1.2
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_001_E2_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_002_A3_G,Offspring,1.84
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_002_A6_G,Offspring,2.49
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_002_H1_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_003_B11_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_003_B4_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_003_D1_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_003_F11_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_003_F5_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_003_H3_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_005_B3_G,Offspring,3.51
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_005_B5_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_005_C3_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_005_D3_G,Offspring,1.56
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_005_G8_G,Offspring,0
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_005_H1_G,Offspring,1.45
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_150_005_H7_G,Offspring,0
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_150_001_D9_G,Offspring,1.57
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_150_002_G9_G,Offspring,0
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_150_003_C1_G,Offspring,0
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_150_004_A8_G,Offspring,0
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_150_004_B7_G,Offspring,0
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_150_004_G3_G,Offspring,0
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_150_005_B6_G,Offspring,0
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_150_005_D7_G,Offspring,2.75
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_150_005_G4_G,Offspring,1.93
201701,81,G1T1701_BR_211_MP__G1T1701_BR_428_MP,G1T1701_150_001_A11_G,Offspring,0
201701,81,G1T1701_BR_211_MP__G1T1701_BR_428_MP,G1T1701_150_001_B7_G,Offspring,0
201701,81,G1T1701_BR_211_MP__G1T1701_BR_428_MP,G1T1701_150_001_H9_G,Offspring,1.29
201701,81,G1T1701_BR_211_MP__G1T1701_BR_428_MP,G1T1701_150_003_A12_G,Offspring,0
201701,81,G1T1701_BR_211_MP__G1T1701_BR_428_MP,G1T1701_150_003_A4_G,Offspring,0
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_001_E4_G,Offspring,0
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_001_E7_G,Offspring,2.28
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_001_G8_G,Offspring,1.46
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_001_H7_G,Offspring,1.8
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_002_A12_G,Offspring,4.12
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_002_A2_G,Offspring,2.6
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_002_E12_G,Offspring,5.96
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_002_F4_G,Offspring,2.45
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_002_G2_G,Offspring,0
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_002_G8_G,Offspring,2.25
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_003_A5_G,Offspring,0
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_003_D4_G,Offspring,0
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_003_D9_G,Offspring,0
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_003_E12_G,Offspring,5.84
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_003_E7_G,Offspring,6.18
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_003_G10_G,Offspring,0
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_004_A1_G,Offspring,0
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_004_E12_G,Offspring,4.06
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_005_A4_G,Offspring,1.64
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_005_D4_G,Offspring,0
201604,82,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_150_005_E10_G,Offspring,3.48
201701,83,G1T1701_BR_401_MP__G1T1701_BR_025_P,G1T1701_150_001_F8_G,Offspring,0
201701,83,G1T1701_BR_401_MP__G1T1701_BR_025_P,G1T1701_150_002_D3_G,Offspring,2.53
201701,83,G1T1701_BR_401_MP__G1T1701_BR_025_P,G1T1701_150_004_A3_G,Offspring,0
201604,53,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_155_001_C11_G,Offspring,2.48
201604,53,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_155_001_C9_G,Offspring,1.32
201604,53,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_155_001_D8_G,Offspring,1.00E-05
201602,54,G1T1701_BR_048_P__G1T1701_BR_002_P,G1T1701_155_001_A12_G,Offspring,1.00E-05
201602,54,G1T1701_BR_048_P__G1T1701_BR_002_P,G1T1701_155_001_A9_G,Offspring,0.95
201602,54,G1T1701_BR_048_P__G1T1701_BR_002_P,G1T1701_155_001_C5_G,Offspring,1.39
201602,54,G1T1701_BR_048_P__G1T1701_BR_002_P,G1T1701_155_001_E1_G,Offspring,2.27
201602,54,G1T1701_BR_048_P__G1T1701_BR_002_P,G1T1701_155_001_E7_G,Offspring,1.00E-05
201602,54,G1T1701_BR_048_P__G1T1701_BR_002_P,G1T1701_155_001_H9_G,Offspring,1.00E-05
201602,56,G1T1701_BR_049_GP__G1T1701_BR_003_P,G1T1701_155_001_C7_G,Offspring,0.97
201701,57,G1T1701_BR_053_GP__G1T1701_BR_005_P,G1T1701_155_001_A7_G,Offspring,1.00E-05
201701,57,G1T1701_BR_053_GP__G1T1701_BR_005_P,G1T1701_155_001_H3_G,Offspring,1.92
201604,58,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_155_001_F3_G,Offspring,1.39
201604,58,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_155_001_H11_G,Offspring,1.00E-05
201604,61,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_155_001_C1_G,Offspring,1.00E-05
201701,64,G1T1701_BR_090_M__G1T1701_BR_022_P,G1T1701_155_001_G9_G,Offspring,1.71
201701,65,G1T1701_BR_103_MP__G1T1701_BR_012_P,G1T1701_155_001_B2_G,Offspring,0.91
201701,65,G1T1701_BR_103_MP__G1T1701_BR_012_P,G1T1701_155_001_E6_G,Offspring,0.82
201701,67,G1T1701_BR_112_MP__G1T1701_BR_002_P,G1T1701_155_001_D7_G,Offspring,1.59
201701,67,G1T1701_BR_112_MP__G1T1701_BR_002_P,G1T1701_155_001_F12_G,Offspring,1.00E-05
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_155_001_A6_G,Offspring,1.72
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_155_001_B5_G,Offspring,1.00E-05
201701,68,G1T1701_BR_113_MP__G1T1701_BR_262_MP,G1T1701_155_001_H6_G,Offspring,1.15
201701,69,G1T1701_BR_119_MP__G1T1701_BR_015_P,G1T1701_155_001_B3_G,Offspring,1.4
201701,69,G1T1701_BR_119_MP__G1T1701_BR_015_P,G1T1701_155_001_D3_G,Offspring,1.00E-05
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_155_001_A11_G,Offspring,5.63
201701,70,G1T1701_BR_119_MP__G1T1701_BR_324_MP,G1T1701_155_001_D10_G,Offspring,1.04
201701,71,G1T1701_BR_123_MP__G1T1701_BR_251_MP,G1T1701_155_001_A5_G,Offspring,1.00E-05
201701,71,G1T1701_BR_123_MP__G1T1701_BR_251_MP,G1T1701_155_001_F10_G,Offspring,1.00E-05
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_155_001_B10_G,Offspring,1.00E-05
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_155_001_D9_G,Offspring,1.00E-05
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_155_001_E4_G,Offspring,1.00E-05
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_155_001_F9_G,Offspring,1.00E-05
201604,72,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_155_001_H10_G,Offspring,0.96
201701,73,G1T1701_BR_134_MP__G1T1701_BR_444_MP,G1T1701_155_001_D6_G,Offspring,1.24
201604,74,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_155_001_B9_G,Offspring,1.00E-05
201701,75,G1T1701_BR_159_MP__G1T1701_BR_444_MP,G1T1701_155_001_A10_G,Offspring,1.22
201701,75,G1T1701_BR_159_MP__G1T1701_BR_444_MP,G1T1701_155_001_A8_G,Offspring,1.26
201701,75,G1T1701_BR_159_MP__G1T1701_BR_444_MP,G1T1701_155_001_C4_G,Offspring,1.00E-05
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_155_001_B11_G,Offspring,1.22
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_155_001_C12_G,Offspring,1.00E-05
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_155_001_D4_G,Offspring,1.00E-05
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_155_001_F11_G,Offspring,2.49
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_155_001_F5_G,Offspring,3.67
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_155_001_G3_G,Offspring,1.00E-05
201604,76,G1T1701_BR_166_MP__G1T1701_BR_263_MP,G1T1701_155_001_G8_G,Offspring,1.00E-05
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_155_001_B6_G,Offspring,1.00E-05
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_155_001_B7_G,Offspring,0.72
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_155_001_C10_G,Offspring,1.00E-05
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_155_001_E9_G,Offspring,1.13
201602,78,G1T1701_BR_182_MP__G1T1701_BR_023_P,G1T1701_155_001_F4_G,Offspring,1.31
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_155_001_A4_G,Offspring,4.18
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_155_001_B4_G,Offspring,1.00E-05
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_155_001_E8_G,Offspring,1.00E-05
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_155_001_G5_G,Offspring,1.00E-05
201701,79,G1T1701_BR_182_MP__G1T1701_BR_024_P,G1T1701_155_001_G7_G,Offspring,1.00E-05
