Cohort,Code,Age,Class,Animal ID,OffspringlgGAV,FamID,,Family ID,IntFamID,offspring count,pond count,larval count,Father ld,Mother ld,Mean Parent Load,Offspringmeanld,Maxld,Minld,Family ID
201604,135,pond,Offspring,135_05_H10G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_A12G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_A5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_B6G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_C11G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_C5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_D2G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_D4G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_D5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_D9G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_E11G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_E12G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_E3G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_F10G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_F11G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_G11G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_G6G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_A2G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_B12G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_B5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_C5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_D11G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_D3G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_E6G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_F11G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_F1G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_G11G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_G7G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_H3G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_H6G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_H8G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_A1G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_B1G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_B8G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_B9G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_D11G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_D12G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_D1G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_D5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_D7G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_D9G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_E5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_F1G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_F5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_G8G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_G9G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_H2G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_H3G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_A3G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_B10G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_B11G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_B2G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_B3G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_B7G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_C12G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_C3G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_C4G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_D5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_E12G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_E1G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_E2G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_E4G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_F1G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_F7G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_G1G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_G3G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_G5G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_H2G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_H8G,NA,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_H9G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_043,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_044,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_047,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_055,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_069,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_071,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_A12G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_C1G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_D1G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_D4G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_E5G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_F10G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_G10G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_G7G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_B8G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_C8G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_D3G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_D1G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_H4G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_A4G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_C11G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_D3G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_D7G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_E6G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_E8G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_F2G,NA,B2_014,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_H4G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_004,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_008,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_013,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_020,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_021,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_031,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_039,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_047,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_061,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_067,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_087,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_B12G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_B2G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_D11G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_D8G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_E8G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_F11G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_F2G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_F4G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_F5G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_G7G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_A10G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_A9G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_B11G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_B3G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_D3G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_D7G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_E8G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_F2G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_G10G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_G6G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_G7G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_H2G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_H5G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_H6G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_A10G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_A11G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_A2G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_A5G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_A6G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_A7G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_B2G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_C3G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_D3G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_D4G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_D6G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_D8G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_D9G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_E4G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_E6G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_E8G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_F3G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_G3G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_A4G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_A6G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_A8G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_B12G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_B1G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_B3G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_C6G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_C9G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_D12G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_F8G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_H10G,NA,B2_014,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_H1G,NA,B2_014,,,,,,,,,,,,,
201604,135,pond,Offspring,135_02_A1G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_02_A2G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_02_E5G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_02_F1G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_03_B7G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_03_C1G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_03_D1G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_03_D5G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_04_H3G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_A10G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_B8G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_E11G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_E1G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_E7G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_G10G,NA,B2_017,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_G9G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_B2G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_B4G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_C7G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_D1G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_E4G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_B11G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_D7G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_A9G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_B6G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_C10G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_C9G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_G7G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_D3G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_D6G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_D9G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_E10G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_E11G,NA,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_H10G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_021,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_063,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_A6G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_B5G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_B7G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_C11G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_E4G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_E9G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_A10G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_A3G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_B12G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_B4G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_B7G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_C1G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_C4G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_D2G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_E11G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_E4G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_F1G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_F8G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_H3G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_H8G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_B1G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_D2G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_F2G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_F6G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_G11G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_G6G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_G9G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_A12G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_A3G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_C8G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_D10G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_D12G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_F1G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_F6G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_H10G,NA,B2_017,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_H5G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_007,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_015,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_037,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_060,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_064,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_075,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_085,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_C2G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_D12G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_G3G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_A6G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_B2G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_B5G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_C8G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_D10G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_E1G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_F12G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_G1G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_H7G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_B3G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_B7G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_D11G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_D1G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_D5G,NA,B2_017,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_E11G,NA,B2_017,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR113,NA,B3_001,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR126,NA,B3_023,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR125,NA,B3_005,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR109,NA,B3_010,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR121,NA,B3_013,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR020,NA,B3_019,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR118,NA,B3_020,,,,,,,,,,,,,
201604,parent,broodstock,father,201604BR271,NA,B1_005,,,,,,,,,,,,,
201604,parent,broodstock,father,201604BR223,NA,B2_007,,,,,,,,,,,,,
201604,parent,broodstock,father,201604BR261,NA,B2_020,,,,,,,,,,,,,
201604,parent,broodstock,father,201604BR223,NA,B2_008,,,,,,,,,,,,,
201604,parent,broodstock,father,201604BR261,NA,B2_021,,,,,,,,,,,,,
201602,parent,broodstock,mother,201602BR018,NA,B3_029,,,,,,,,,,,,,
201604,parent,broodstock,mother,201604BR474,NA,B2_019,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_F8_G,0.00,B3_029,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_A6_G,0.00,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_B10_G,0.00,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_C10_G,0.00,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_D3_G,0.00,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_B1_G,0.00,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_D5_G,0.00,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_G10_G,0.00,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_H1_G,0.00,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_A4_G,0.00,B3_023,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_D2_G,0.00,B3_023,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_G5_G,0.00,B3_023,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_A9_G,0.00,B3_023,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_B10_G,0.00,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_H11_G,0.00,B3_003,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_E10_G,0.00,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_C7_G,0.00,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_D12_G,0.00,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_E5_G,0.00,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_D4_G,0.00,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_E6_G,0.00,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_F10_G,0.00,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_H11_G,0.00,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_H8_G,0.00,B3_007,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_E1_G,0.00,B3_008,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_A5_G,0.00,B3_009,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_B4_G,0.00,B3_009,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_E12_G,0.00,B3_009,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_A3_G,0.00,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_C1_G,0.00,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_E6_G,0.00,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,201602_141_001_G10_G,0.00,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_A12_G,0.00,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_B2_G,0.00,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_B3_G,0.00,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_C12_G,0.00,B3_011,,,,,,,,,,,,,
