Cohort,AnimalID,Class,GAV,Code,Type,FamilyID,IntFamID
G1T1701,149_001_F5_G,Offspring,0,149,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
G1T1701,149_001_F7_G,Offspring,0,149,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
G1T1701,149_001_G7_G,Offspring,0,149,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
G1T1701,149_001_H1_G,Offspring,0,149,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
G1T1701,150_001_D7_G,Offspring,0,150,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
G1T1701,156_001_G1_G,Offspring,0,156,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
G1T1701,156_001_D5_G,Offspring,0.95,156,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
G1T1701,150_001_E1_G,Offspring,2.06,150,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
G1T1701,155_001_B9_G,Offspring,ND,155,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
201604,244_01_A7G,Offspring,4.62,244,pond,B1_025,65
201604,244_01_B12G,Offspring,ND,244,pond,B1_025,65
G1T1701,149_001_A3_G,Offspring,0,149,pond,G1T1701_BR_053_GP__G1T1701_BR_006_P,68
G1T1701,149_001_D9_G,Offspring,0,149,pond,G1T1701_BR_053_GP__G1T1701_BR_006_P,68
G1T1701,149_001_F1_G,Offspring,0,149,pond,G1T1701_BR_053_GP__G1T1701_BR_006_P,68
G1T1701,156_001_A8_G,Offspring,0,156,pond,G1T1701_BR_053_GP__G1T1701_BR_006_P,68
G1T1701,156_001_B11_G,Offspring,0,156,pond,G1T1701_BR_053_GP__G1T1701_BR_006_P,68
G1T1701,156_001_H1_G,Offspring,0,156,pond,G1T1701_BR_053_GP__G1T1701_BR_006_P,68
G1T1701,149_001_B2_G,Offspring,1.07,149,pond,G1T1701_BR_053_GP__G1T1701_BR_006_P,68
G1T1701,155_001_F3_G,Offspring,1.39,155,pond,G1T1701_BR_053_GP__G1T1701_BR_006_P,68
G1T1701,155_001_H11_G,Offspring,ND,155,pond,G1T1701_BR_053_GP__G1T1701_BR_006_P,68
G1T1701,156_001_A10_G,Offspring,0,156,pond,G1T1701_BR_182_MP__G1T1701_BR_024_P,69
G1T1701,149_001_H4_G,Offspring,1.03,149,pond,G1T1701_BR_182_MP__G1T1701_BR_024_P,69
G1T1701,150_001_D9_G,Offspring,1.57,150,pond,G1T1701_BR_182_MP__G1T1701_BR_024_P,69
G1T1701,155_001_A4_G,Offspring,4.18,155,pond,G1T1701_BR_182_MP__G1T1701_BR_024_P,69
G1T1701,149_001_D12_G,Offspring,5.11,149,pond,G1T1701_BR_182_MP__G1T1701_BR_024_P,69
G1T1701,155_001_B4_G,Offspring,ND,155,pond,G1T1701_BR_182_MP__G1T1701_BR_024_P,69
G1T1701,155_001_E8_G,Offspring,ND,155,pond,G1T1701_BR_182_MP__G1T1701_BR_024_P,69
G1T1701,155_001_G5_G,Offspring,ND,155,pond,G1T1701_BR_182_MP__G1T1701_BR_024_P,69
G1T1701,155_001_G7_G,Offspring,ND,155,pond,G1T1701_BR_182_MP__G1T1701_BR_024_P,69
201602,141_001_A4_G,Offspring,ND,141,pond,B3_023,70
201602,141_001_D2_G,Offspring,ND,141,pond,B3_023,70
201602,141_001_G5_G,Offspring,ND,141,pond,B3_023,70
G1T1701,149_001_A2_G,Offspring,0,149,pond,G1T1701_BR_119_MP__G1T1701_BR_324_MP,71
G1T1701,150_001_A1_G,Offspring,0,150,pond,G1T1701_BR_119_MP__G1T1701_BR_324_MP,71
G1T1701,156_001_E9_G,Offspring,0,156,pond,G1T1701_BR_119_MP__G1T1701_BR_324_MP,71
G1T1701,156_001_F3_G,Offspring,0,156,pond,G1T1701_BR_119_MP__G1T1701_BR_324_MP,71
G1T1701,155_001_D10_G,Offspring,1.04,155,pond,G1T1701_BR_119_MP__G1T1701_BR_324_MP,71
G1T1701,150_001_C10_G,Offspring,2.13,150,pond,G1T1701_BR_119_MP__G1T1701_BR_324_MP,71
G1T1701,149_001_D1_G,Offspring,3.98,149,pond,G1T1701_BR_119_MP__G1T1701_BR_324_MP,71
G1T1701,155_001_A11_G,Offspring,5.63,155,pond,G1T1701_BR_119_MP__G1T1701_BR_324_MP,71
G1T1701,149_001_E3_G,Offspring,0,149,pond,G1T1701_BR_053_GP__G1T1701_BR_005_P,73
G1T1701,156_001_A4_G,Offspring,0,156,pond,G1T1701_BR_053_GP__G1T1701_BR_005_P,73
G1T1701,156_001_C11_G,Offspring,0,156,pond,G1T1701_BR_053_GP__G1T1701_BR_005_P,73
G1T1701,155_001_H3_G,Offspring,1.92,155,pond,G1T1701_BR_053_GP__G1T1701_BR_005_P,73
G1T1701,149_001_C1_G,Offspring,3.88,149,pond,G1T1701_BR_053_GP__G1T1701_BR_005_P,73
G1T1701,155_001_A7_G,Offspring,ND,155,pond,G1T1701_BR_053_GP__G1T1701_BR_005_P,73
G1T1701,149_001_F9_G,Offspring,0,149,pond,G1T1701_BR_113_MP__G1T1701_BR_262_MP,74
G1T1701,155_001_H6_G,Offspring,1.15,155,pond,G1T1701_BR_113_MP__G1T1701_BR_262_MP,74
G1T1701,149_001_F8_G,Offspring,1.41,149,pond,G1T1701_BR_113_MP__G1T1701_BR_262_MP,74
G1T1701,155_001_A6_G,Offspring,1.72,155,pond,G1T1701_BR_113_MP__G1T1701_BR_262_MP,74
G1T1701,149_001_E6_G,Offspring,2.45,149,pond,G1T1701_BR_113_MP__G1T1701_BR_262_MP,74
G1T1701,155_001_B5_G,Offspring,ND,155,pond,G1T1701_BR_113_MP__G1T1701_BR_262_MP,74
G1T1701,150_001_H1_G,Offspring,0,150,pond,G1T1701_BR_159_MP__G1T1701_BR_444_MP,75
G1T1701,156_001_F12_G,Offspring,0.85,156,pond,G1T1701_BR_159_MP__G1T1701_BR_444_MP,75
G1T1701,155_001_A10_G,Offspring,1.22,155,pond,G1T1701_BR_159_MP__G1T1701_BR_444_MP,75
G1T1701,155_001_A8_G,Offspring,1.26,155,pond,G1T1701_BR_159_MP__G1T1701_BR_444_MP,75
G1T1701,150_001_A5_G,Offspring,1.79,150,pond,G1T1701_BR_159_MP__G1T1701_BR_444_MP,75
G1T1701,155_001_C4_G,Offspring,ND,155,pond,G1T1701_BR_159_MP__G1T1701_BR_444_MP,75
G1T1701,150_001_F8_G,Offspring,0,150,pond,G1T1701_BR_401_MP__G1T1701_BR_025_P,76
G1T1701,156_001_D1_G,Offspring,1,156,pond,G1T1701_BR_401_MP__G1T1701_BR_025_P,76
G1T1701,155_001_E3_G,Offspring,1.73,155,pond,G1T1701_BR_401_MP__G1T1701_BR_025_P,76
G1T1701,155_001_B1_G,Offspring,1.94,155,pond,G1T1701_BR_401_MP__G1T1701_BR_025_P,76
G1T1701,149_001_E8_G,Offspring,4.17,149,pond,G1T1701_BR_401_MP__G1T1701_BR_025_P,76
G1T1701,155_001_G11_G,Offspring,ND,155,pond,G1T1701_BR_401_MP__G1T1701_BR_025_P,76
G1T1701,149_001_B7_G,Offspring,0,149,pond,G1T1701_BR_067_GP__G1T1701_BR_038_P,77
G1T1701,149_001_C5_G,Offspring,0,149,pond,G1T1701_BR_067_GP__G1T1701_BR_038_P,77
G1T1701,156_001_F10_G,Offspring,0,156,pond,G1T1701_BR_067_GP__G1T1701_BR_038_P,77
G1T1701,156_001_G10_G,Offspring,0.74,156,pond,G1T1701_BR_067_GP__G1T1701_BR_038_P,77
G1T1701,150_001_A10_G,Offspring,2.04,150,pond,G1T1701_BR_067_GP__G1T1701_BR_038_P,77
G1T1701,150_001_F12_G,Offspring,0,150,pond,G1T1701_BR_134_MP__G1T1701_BR_444_MP,78
G1T1701,156_001_G2_G,Offspring,0,156,pond,G1T1701_BR_134_MP__G1T1701_BR_444_MP,78
G1T1701,155_001_D6_G,Offspring,1.24,155,pond,G1T1701_BR_134_MP__G1T1701_BR_444_MP,78
G1T1701,149_001_H3_G,Offspring,1.46,149,pond,G1T1701_BR_134_MP__G1T1701_BR_444_MP,78
G1T1701,150_001_D11_G,Offspring,1.92,150,pond,G1T1701_BR_134_MP__G1T1701_BR_444_MP,78
G1T1701,150_001_H8_G,Offspring,0,150,pond,G1T1701_BR_103_MP__G1T1701_BR_012_P,80
G1T1701,155_001_E6_G,Offspring,0.82,155,pond,G1T1701_BR_103_MP__G1T1701_BR_012_P,80
G1T1701,155_001_B2_G,Offspring,0.91,155,pond,G1T1701_BR_103_MP__G1T1701_BR_012_P,80
G1T1701,150_001_C7_G,Offspring,2.02,150,pond,G1T1701_BR_103_MP__G1T1701_BR_012_P,80
G1T1701,155_001_B3_G,Offspring,1.4,155,pond,G1T1701_BR_119_MP__G1T1701_BR_015_P,81
G1T1701,149_001_F12_G,Offspring,1.68,149,pond,G1T1701_BR_119_MP__G1T1701_BR_015_P,81
G1T1701,150_001_C4_G,Offspring,2.64,150,pond,G1T1701_BR_119_MP__G1T1701_BR_015_P,81
G1T1701,155_001_D3_G,Offspring,ND,155,pond,G1T1701_BR_119_MP__G1T1701_BR_015_P,81
G1T1701,149_001_H5_G,Offspring,0,149,pond,G1T1701_BR_123_MP__G1T1701_BR_251_MP,82
G1T1701,156_001_D11_G,Offspring,0,156,pond,G1T1701_BR_123_MP__G1T1701_BR_251_MP,82
G1T1701,155_001_A5_G,Offspring,ND,155,pond,G1T1701_BR_123_MP__G1T1701_BR_251_MP,82
G1T1701,155_001_F10_G,Offspring,ND,155,pond,G1T1701_BR_123_MP__G1T1701_BR_251_MP,82
G1T1701,149_001_B12_G,Offspring,0,149,pond,G1T1701_BR_103_MP__G1T1701_BR_014_P,83
G1T1701,149_001_C8_G,Offspring,1.03,149,pond,G1T1701_BR_103_MP__G1T1701_BR_014_P,83
G1T1701,150_001_A9_G,Offspring,1.17,150,pond,G1T1701_BR_103_MP__G1T1701_BR_014_P,83
G1T1701,150_001_A11_G,Offspring,0,150,pond,G1T1701_BR_211_MP__G1T1701_BR_428_MP,84
G1T1701,150_001_B7_G,Offspring,0,150,pond,G1T1701_BR_211_MP__G1T1701_BR_428_MP,84
G1T1701,150_001_H9_G,Offspring,1.29,150,pond,G1T1701_BR_211_MP__G1T1701_BR_428_MP,84
G1T1701,149_001_C12_G,Offspring,1.25,149,pond,G1T1701_BR_049_GP__G1T1701_BR_001_P,85
G1T1701,149_001_H2_G,Offspring,1.57,149,pond,G1T1701_BR_049_GP__G1T1701_BR_001_P,85
G1T1701,150_001_H11_G,Offspring,0,150,pond,G1T1701_BR_064_P__G1T1701_BR_031_P,86
G1T1701,156_001_B5_G,Offspring,0,156,pond,G1T1701_BR_064_P__G1T1701_BR_031_P,86
G1T1701,149_001_G2_G,Offspring,3.41,149,pond,G1T1701_BR_068_P__G1T1701_BR_017_P,87
G1T1701,149_001_B4_G,Offspring,4.66,149,pond,G1T1701_BR_068_P__G1T1701_BR_017_P,87
G1T1701,155_001_G9_G,Offspring,1.71,155,pond,G1T1701_BR_090_M__G1T1701_BR_022_P,88
G1T1701,150_001_B4_G,Offspring,1.2,150,pond,G1T1701_BR_401_MP__G1T1701_BR_450_MP,89
