Cohort,Code,Age,Class,PrawnID,GAV,FamID,IntFamID
201602,141,pond,Offspring,201602_141_001_C12_G,3.15,B3_011,3
201602,142,pond,Offspring,201602_142_005_B7_G,3.91,B3_011,3
201602,142,pond,Offspring,201602_142_005_A7_G,4.12,B3_011,3
201602,142,pond,Offspring,201602_142_005_F12_G,4.12,B3_011,3
201602,142,pond,Offspring,201602_142_005_B8_G,4.15,B3_011,3
201602,142,pond,Offspring,201602_142_005_B12_G,4.17,B3_011,3
201602,142,pond,Offspring,201602_142_005_E11_G,4.29,B3_011,3
201602,142,pond,Offspring,201602_142_005_E3_G,7.08,B3_011,3
201602,142,pond,Offspring,201602_142_005_E12_G,7.23,B3_011,3
201602,parent,broodstock,mother,201602BR056,0,B3_011,3
201604,135,pond,Offspring,201604_135_001_B10_G,0,B2_014,4
201604,135,pond,Offspring,201604_135_001_B5_G,0,B2_014,4
201604,135,pond,Offspring,201604_135_001_C4_G,0,B2_014,4
201604,135,pond,Offspring,201604_135_001_E4_G,0,B2_014,4
201604,135,pond,Offspring,201604_135_001_E9_G,0,B2_014,4
201604,135,pond,Offspring,201604_135_001_G9_G,0,B2_014,4
201604,136,pond,Offspring,201604_136_001_A2_G,0,B2_014,4
201604,136,pond,Offspring,201604_136_001_E3_G,0,B2_014,4
201604,136,pond,Offspring,201604_136_001_G1_G,0,B2_014,4
201604,136,pond,Offspring,201604_136_001_G4_G,0,B2_014,4
201604,136,pond,Offspring,201604_136_001_G7_G,0,B2_014,4
201604,136,pond,Offspring,201604_136_001_H2_G,0,B2_014,4
201604,135,pond,Offspring,201604_135_001_F3_G,2.75,B2_014,4
201604,135,pond,Offspring,201604_135_001_C10_G,2.84,B2_014,4
201604,136,pond,Offspring,201604_136_001_G2_G,3,B2_014,4
201604,136,pond,Offspring,201604_136_001_C10_G,3.1,B2_014,4
201604,136,pond,Offspring,201604_136_001_F11_G,3.39,B2_014,4
201604,135,pond,Offspring,201604_135_001_A2_G,3.47,B2_014,4
201604,135,pond,Offspring,201604_135_001_B11_G,3.48,B2_014,4
201604,136,pond,Offspring,201604_136_001_D10_G,3.58,B2_014,4
201604,135,pond,Offspring,201604_135_001_A1_G,3.66,B2_014,4
201604,parent,broodstock,father,201604BR326,4.07,B2_014,4
201604,parent,broodstock,mother,201604BR520,4.15,B2_014,4
201604,136,pond,Offspring,201604_136_001_B11_G,4.18,B2_014,4
201604,136,pond,Offspring,201604_136_001_E9_G,4.19,B2_014,4
201604,135,pond,Offspring,201604_135_001_G7_G,4.85,B2_014,4
201604,135,pond,Offspring,201604_135_001_E6_G,5.87,B2_014,4
201604,136,pond,Offspring,201604_136_001_G9_G,6.98,B2_014,4
201604,parent,broodstock,mother,201604BR412,3.75,B1_026,5
201604,244,pond,Offspring,244_01_D11G,4.05,B1_026,5
201604,243,pond,Offspring,243_01_E12G,4.06,B1_026,5
201604,243,pond,Offspring,243_01_C4G,4.23,B1_026,5
201604,243,pond,Offspring,243_01_G8G,4.31,B1_026,5
201604,243,pond,Offspring,243_01_B5G,4.91,B1_026,5
201604,C9,larval,Offspring,RC9_208_PL,5.04,B1_026,5
201604,parent,broodstock,father,201604BR289,5.5,B1_026,5
201604,243,pond,Offspring,243_01_G5G,5.8,B1_026,5
201604,243,pond,Offspring,243_01_A6G,6.02,B1_026,5
201604,C8,larval,Offspring,RC8_182_PL,6.3,B1_026,5
201604,C8,larval,Offspring,RC8_472_PL,6.85,B1_026,5
201604,C8,larval,Offspring,RC8_495_PL,6.86,B1_026,5
201604,C9,larval,Offspring,RC9_192_PL,7.04,B1_026,5
201604,C9,larval,Offspring,RC9_200_PL,7.13,B1_026,5
201604,C9,larval,Offspring,RC9_248_PL,7.33,B1_026,5
201604,C8,larval,Offspring,RC8_137_PL,7.42,B1_026,5
201604,C9,larval,Offspring,RC9_193_PL,7.48,B1_026,5
201604,C8,larval,Offspring,RC8_136_PL,7.59,B1_026,5
201604,C9,larval,Offspring,RC9_170_PL,7.67,B1_026,5
201604,C9,larval,Offspring,RC9_228_PL,7.73,B1_026,5
201604,C9,larval,Offspring,RC9_229_PL,7.92,B1_026,5
201604,C8,larval,Offspring,RC8_126_PL,8.19,B1_026,5
201604,C9,larval,Offspring,RC9_132_PL,8.2,B1_026,5
201604,C9,larval,Offspring,RC9_231_PL,8.21,B1_026,5
201604,C9,larval,Offspring,RC9_215_PL,8.42,B1_026,5
201604,135,pond,Offspring,201604_135_001_A10_G,0,B2_007,6
201604,136,pond,Offspring,201604_136_001_E2_G,0,B2_007,6
201604,136,pond,Offspring,201604_136_001_F1_G,0,B2_007,6
201604,136,pond,Offspring,201604_136_001_H10_G,0,B2_007,6
201604,135,pond,Offspring,201604_135_001_F9_G,2.74,B2_007,6
201604,135,pond,Offspring,201604_135_001_A8_G,2.78,B2_007,6
201604,136,pond,Offspring,201604_136_001_G6_G,3.11,B2_007,6
201604,136,pond,Offspring,201604_136_001_B2_G,3.15,B2_007,6
201604,136,pond,Offspring,201604_136_001_F7_G,3.19,B2_007,6
201604,135,pond,Offspring,201604_135_001_E10_G,3.21,B2_007,6
201604,136,pond,Offspring,201604_136_001_F3_G,3.25,B2_007,6
201604,136,pond,Offspring,201604_136_001_G5_G,3.39,B2_007,6
201604,135,pond,Offspring,201604_135_001_H10_G,3.49,B2_007,6
201604,135,pond,Offspring,201604_135_001_H11_G,3.57,B2_007,6
201604,135,pond,Offspring,201604_135_001_E3_G,3.58,B2_007,6
201604,135,pond,Offspring,201604_135_001_G1_G,3.59,B2_007,6
201604,135,pond,Offspring,201604_135_001_D1_G,4.72,B2_007,6
201604,135,pond,Offspring,201604_135_001_E2_G,5.06,B2_007,6
201604,136,pond,Offspring,201604_136_001_A6_G,5.95,B2_007,6
201604,136,pond,Offspring,201604_136_001_B9_G,6.4,B2_007,6
201604,136,pond,Offspring,201604_136_001_A1_G,6.45,B2_007,6
201604,135,pond,Offspring,201604_135_001_B4_G,6.65,B2_007,6
201604,136,pond,Offspring,201604_136_001_B8_G,6.96,B2_007,6
201604,parent,broodstock,mother,201604BR102,0,B2_007,6
201604,parent,broodstock,father,201604BR223,NA,B2_007,6
201604,135,pond,Offspring,201604_135_001_D7_G,0,B2_010,7
201604,135,pond,Offspring,201604_135_001_F1_G,0,B2_010,7
201604,135,pond,Offspring,201604_135_001_G5_G,0,B2_010,7
201604,136,pond,Offspring,201604_136_001_D2_G,0,B2_010,7
201604,135,pond,Offspring,201604_135_001_C9_G,2.98,B2_010,7
201604,135,pond,Offspring,201604_135_001_H9_G,3.14,B2_010,7
201604,parent,broodstock,father,201604BR231,3.15,B2_010,7
201604,135,pond,Offspring,201604_135_001_E5_G,3.38,B2_010,7
201604,135,pond,Offspring,201604_135_001_B7_G,3.38,B2_010,7
201604,136,pond,Offspring,201604_136_001_H4_G,3.65,B2_010,7
201604,parent,broodstock,mother,201604BR094,3.71,B2_010,7
201604,136,pond,Offspring,201604_136_001_C7_G,3.74,B2_010,7
201604,135,pond,Offspring,201604_135_001_E7_G,3.82,B2_010,7
201604,136,pond,Offspring,201604_136_001_A8_G,3.93,B2_010,7
201604,135,pond,Offspring,201604_135_001_G4_G,4.05,B2_010,7
201604,136,pond,Offspring,201604_136_001_B1_G,4.25,B2_010,7
201604,135,pond,Offspring,201604_135_001_H1_G,4.6,B2_010,7
201604,135,pond,Offspring,201604_135_001_A3_G,4.61,B2_010,7
201604,136,pond,Offspring,201604_136_001_F5_G,5,B2_010,7
201604,135,pond,Offspring,201604_135_001_C1_G,5.23,B2_010,7
201604,136,pond,Offspring,201604_136_001_B7_G,5.74,B2_010,7
201604,135,pond,Offspring,201604_135_001_D8_G,6.38,B2_010,7
201604,136,pond,Offspring,201604_136_001_G10_G,8.03,B2_010,7
201604,parent,broodstock,father,201604BR192,3.18,B1_011,8
201604,parent,broodstock,mother,201604BR059,3.51,B1_011,8
201604,243,pond,Offspring,243_01_E8G,3.85,B1_011,8
201604,244,pond,Offspring,244_01_H11G,3.92,B1_011,8
201604,244,pond,Offspring,244_01_H8G,5,B1_011,8
201604,243,pond,Offspring,243_01_H3G,6.52,B1_011,8
201604,C9,larval,Offspring,RC9_210_PL,6.63,B1_011,8
201604,C8,larval,Offspring,RC8_551_PL,6.84,B1_011,8
201604,C8,larval,Offspring,RC8_133_PL,7.26,B1_011,8
201604,C9,larval,Offspring,RC9_221_PL,7.31,B1_011,8
201604,C9,larval,Offspring,RC9_143_PL,7.36,B1_011,8
201604,C8,larval,Offspring,RC8_109_PL,7.47,B1_011,8
201604,C8,larval,Offspring,RC8_532_PL,7.48,B1_011,8
201604,C8,larval,Offspring,RC8_164_PL,7.5,B1_011,8
201604,C9,larval,Offspring,RC9_137_PL,7.56,B1_011,8
201604,C9,larval,Offspring,RC9_216_PL,7.65,B1_011,8
201604,C9,larval,Offspring,RC9_198_PL,7.71,B1_011,8
201604,C8,larval,Offspring,RC8_493_PL,7.72,B1_011,8
201604,C9,larval,Offspring,RC9_219_PL,7.79,B1_011,8
201604,C8,larval,Offspring,RC8_174_PL,7.81,B1_011,8
201604,C9,larval,Offspring,RC9_261_PL,7.91,B1_011,8
201604,C9,larval,Offspring,RC9_141_PL,7.93,B1_011,8
201604,243,pond,Offspring,243_01_D5G,0,B1_004,9
201604,243,pond,Offspring,243_01_D7G,0,B1_004,9
201604,244,pond,Offspring,244_01_E10G,0,B1_004,9
201604,parent,broodstock,mother,201604BR020,3.51,B1_004,9
201604,244,pond,Offspring,244_01_E7G,3.71,B1_004,9
201604,244,pond,Offspring,244_01_G7G,3.72,B1_004,9
201604,parent,broodstock,father,201604BR199,3.82,B1_004,9
201604,244,pond,Offspring,244_01_B9G,3.93,B1_004,9
201604,C8,larval,Offspring,RC8_531_PL,4.01,B1_004,9
201604,C8,larval,Offspring,RC8_131_PL,4.2,B1_004,9
201604,C8,larval,Offspring,RC8_534_PL,4.75,B1_004,9
201604,C8,larval,Offspring,RC8_114_PL,5.26,B1_004,9
201604,C8,larval,Offspring,RC8_521_PL,6.45,B1_004,9
201604,C9,larval,Offspring,RC9_262_PL,6.61,B1_004,9
201604,C9,larval,Offspring,RC9_144_PL,6.72,B1_004,9
201604,C8,larval,Offspring,RC8_477_PL,6.94,B1_004,9
201604,C8,larval,Offspring,RC8_099_PL,7.15,B1_004,9
201604,C9,larval,Offspring,RC9_232_PL,7.38,B1_004,9
201604,C9,larval,Offspring,RC9_258_PL,7.43,B1_004,9
201604,135,pond,Offspring,201604_135_001_D5_G,0,B2_013,10
201604,135,pond,Offspring,201604_135_001_D6_G,0,B2_013,10
201604,135,pond,Offspring,201604_135_001_H2_G,0,B2_013,10
201604,135,pond,Offspring,201604_135_001_H5_G,0,B2_013,10
201604,136,pond,Offspring,201604_136_001_A5_G,0,B2_013,10
201604,136,pond,Offspring,201604_136_001_B10_G,0,B2_013,10
201604,136,pond,Offspring,201604_136_001_D4_G,3.19,B2_013,10
201604,136,pond,Offspring,201604_136_001_H8_G,3.48,B2_013,10
201604,136,pond,Offspring,201604_136_001_C11_G,3.58,B2_013,10
201604,136,pond,Offspring,201604_136_001_B4_G,3.65,B2_013,10
201604,135,pond,Offspring,201604_135_001_B6_G,3.72,B2_013,10
201604,135,pond,Offspring,201604_135_001_G10_G,3.99,B2_013,10
201604,136,pond,Offspring,201604_136_001_D5_G,4,B2_013,10
201604,136,pond,Offspring,201604_136_001_D7_G,4.16,B2_013,10
201604,136,pond,Offspring,201604_136_001_E1_G,5.37,B2_013,10
201604,parent,broodstock,father,201604BR323,5.47,B2_013,10
201604,135,pond,Offspring,201604_135_001_E12_G,5.6,B2_013,10
201604,135,pond,Offspring,201604_135_001_F12_G,6.4,B2_013,10
201604,parent,broodstock,mother,201604BR429,0,B2_013,10
