Cohort,SampleID,GAV,Class,Code,Type,FamilyID,IntFamID,,,,,,,,sample ID,GAV
201602,201602BR104,0,Father,br,br,B3_015,35,,,,,,,,244_01_G8G,ND
201602,201602BR105,1.39,Father,br,br,B3_007,18,,,,,,,,RC8_103,7.12
201602,201602BR105,1.39,Father,br,br,B3_014,59,,,,,,,,RC8_153,7.6
201602,201602BR109,NA,Father,br,br,B3_010,89,,,,,,,,RC8_180,6.76
201602,201602BR110,0,Father,br,br,B3_009,28,,,,,,,,RC8_300,NA
201602,201602BR113,NA,Father,br,br,B3_001,27,,,,,,,,RC8_385,NA
201602,201602BR118,NA,Father,br,br,B3_020,7,,,,,,,,RC8_420,NA
201602,201602BR121,NA,Father,br,br,B3_013,9,,,,,,,,RC8_443,NA
201602,201602BR123,0,Mother,br,br,B3_020,7,,,,,,,,RC8_448,NA
201602,201602BR125,NA,Father,br,br,B3_005,26,,,,,,,,RC8_452,NA
201602,201602BR126,NA,Father,br,br,B3_023,69,,,,,,,,RC8_468,NA
201602,201602BR127,0,Father,br,br,B3_029,45,,,,,,,,RC8_499,6.44
201604,201604BR003,3.03,Mother,br,br,B2_011,30,,,,,,,,RC8_545,7.23
201604,201604BR014,3.49,Mother,br,br,B1_003,61,,,,,,,,RC9_085,NA
201604,201604BR020,3.51,Mother,br,br,B1_004,23,,,,,,,,243_01_F11G,3.9
201604,201604BR020,3.51,Mother,br,br,B1_005,52,,,,,,,,244_01_C12G,7.02
201604,201604BR021,3.01,Mother,br,br,B1_006,29,,,,,,,,RC8_058,NA
201604,201604BR021,3.01,Mother,br,br,B2_004,39,,,,,,,,RC8_061,NA
201604,201604BR047,3.95,Mother,br,br,B1_008,43,,,,,,,,RC8_143,7.73
201604,201604BR049,0,Mother,br,br,B2_003,15,,,,,,,,RC8_261,NA
201604,201604BR054,3.26,Mother,br,br,B1_010,55,,,,,,,,RC8_330,NA
201604,201604BR059,3.51,Mother,br,br,B1_011,11,,,,,,,,RC9_037,NA
201604,201604BR060,0,Mother,br,br,B1_012,12,,,,,,,,RC9_050,NA
201604,201604BR062,3.06,Mother,br,br,B2_002,46,,,,,,,,RC9_051,NA
201604,201604BR071,3.5,Mother,br,br,B2_016,41,,,,,,,,RC9_070,NA
201604,201604BR072,3.42,Mother,br,br,B1_015,21,,,,,,,,RC9_154,6.51
201604,201604BR074,4.09,Mother,br,br,B2_009,44,,,,,,,,RC9_171,7.35
201604,201604BR074,4.09,Mother,br,br,B1_016,54,,,,,,,,RC9_265,7.51
201604,201604BR084,3.05,Mother,br,br,B1_019,40,,,,,,,,RC9_267,6.93
201604,201604BR085,3.97,Mother,br,br,B2_005,34,,,,,,,,RC9_275,6.98
201604,201604BR094,3.71,Mother,br,br,B2_010,4,,,,,,,,RC9_276,7.07
201604,201604BR099,3.51,Mother,br,br,B2_015,13,,,,,,,,RC9_289,NA
201604,201604BR102,0,Mother,br,br,B2_007,5,,,,,,,,RC9_349,NA
201604,201604BR103,3.41,Mother,br,br,B2_020,22,,,,,,,,RC9_359,NA
201604,201604BR103,3.41,Mother,br,br,B1_021,36,,,,,,,,RC9_365,NA
201604,201604BR116,0,Mother,br,br,B1_023,58,,,,,,,,RC9_385,NA
201604,201604BR119,4,Mother,br,br,B2_021,14,,,,,,,,RC9_408,NA
201604,201604BR119,4,Mother,br,br,B2_008,68,,,,,,,,RC9_412,NA
201604,201604BR133,3.9,Father,br,br,B2_002,46,,,,,,,,RC9_413,NA
201604,201604BR142,0,Father,br,br,B2_003,15,,,,,,,,RC9_431,NA
201604,201604BR145,3.08,Father,br,br,B1_019,40,,,,,,,,RC9_447,NA
201604,201604BR146,5.77,Father,br,br,B1_023,58,,,,,,,,RC9_448,NA
201604,201604BR157,3.34,Father,br,br,B1_016,54,,,,,,,,RC9_467,NA
201604,201604BR158,4.56,Father,br,br,B1_012,12,,,,,,,,243_01_B10G,4
201604,201604BR158,4.56,Father,br,br,B1_006,29,,,,,,,,243_01_B12G,6.09
201604,201604BR160,3.52,Father,br,br,B1_010,55,,,,,,,,243_01_G9G,7.21
201604,201604BR160,3.52,Father,br,br,B1_003,61,,,,,,,,RC8_056,NA
201604,201604BR170,3.94,Father,br,br,B2_004,39,,,,,,,,RC8_102,6.59
201604,201604BR189,3.85,Father,br,br,B2_005,34,,,,,,,,RC8_125,6.33
201604,201604BR192,3.18,Father,br,br,B1_011,11,,,,,,,,RC8_167,7.24
201604,201604BR195,3.69,Father,br,br,B1_015,21,,,,,,,,RC8_215,NA
201604,201604BR199,3.82,Father,br,br,B1_004,23,,,,,,,,RC8_278,NA
201604,201604BR199,3.82,Father,br,br,B1_008,43,,,,,,,,RC8_325,NA
201604,201604BR204,4.05,Father,br,br,B1_027,81,,,,,,,,RC8_355,NA
201604,201604BR223,NA,Father,br,br,B2_007,5,,,,,,,,RC8_413,NA
201604,201604BR223,NA,Father,br,br,B2_008,68,,,,,,,,243_01_B8G,ND
201604,201604BR231,3.15,Father,br,br,B2_010,4,,,,,,,,244_01_B7G,3.98
201604,201604BR231,3.15,Father,br,br,B2_009,44,,,,,,,,RA4_026,NA
201604,201604BR239,0,Father,br,br,B1_021,36,,,,,,,,RA4_029,NA
201604,201604BR247,3.16,Father,br,br,B2_019,32,,,,,,,,RA4_082,NA
201604,201604BR261,NA,Father,br,br,B2_021,14,,,,,,,,RA4_083,NA
201604,201604BR261,NA,Father,br,br,B2_020,22,,,,,,,,RA4_090,NA
201604,201604BR271,NA,Father,br,br,B1_005,52,,,,,,,,RA4_153,NA
201604,201604BR277,3.38,Father,br,br,B2_011,30,,,,,,,,RA4_162,NA
201604,201604BR282,4.73,Father,br,br,B1_034,50,,,,,,,,RA4_171,NA
201604,201604BR282,4.73,Father,br,br,B1_025,66,,,,,,,,RA4_349,NA
201604,201604BR289,5.5,Father,br,br,B1_026,17,,,,,,,,RA4_365,NA
201604,201604BR289,5.5,Father,br,br,B1_030,51,,,,,,,,RA4_404,NA
201604,201604BR322,5.98,Father,br,br,B2_012,67,,,,,,,,RA4_407,NA
201604,201604BR323,5.47,Father,br,br,B2_013,10,,,,,,,,RA4_440,NA
201604,201604BR326,4.07,Father,br,br,B2_014,1,,,,,,,,RA4_461,NA
201604,201604BR336,5.39,Father,br,br,B2_015,13,,,,,,,,135_001_D10_G,3.07
201604,201604BR347,5.14,Father,br,br,B1_033,2,,,,,,,,135_001_G8_G,3.27
201604,201604BR347,5.14,Father,br,br,B1_036,31,,,,,,,,136_001_D8_G,3.99
201604,201604BR359,4.35,Father,br,br,B2_016,41,,,,,,,,RA4_012,NA
201604,201604BR365,3.55,Father,br,br,B2_017,8,,,,,,,,RA4_014,NA
201604,201604BR376,3.34,Father,br,br,B2_018,25,,,,,,,,RA4_019,NA
201604,201604BR385,4.41,Father,br,br,B1_037,62,,,,,,,,RA4_024,NA
201604,201604BR399,3.9,Mother,br,br,B1_025,66,,,,,,,,RA4_034,NA
201604,201604BR412,3.75,Mother,br,br,B1_026,17,,,,,,,,RA4_036,NA
201604,201604BR414,4.18,Mother,br,br,B1_027,81,,,,,,,,RA4_052,NA
201604,201604BR427,0,Mother,br,br,B2_012,67,,,,,,,,RA4_053,NA
201604,201604BR429,0,Mother,br,br,B2_013,10,,,,,,,,RA4_076,NA
201604,201604BR431,0,Mother,br,br,B1_030,51,,,,,,,,RA4_084,NA
201604,201604BR456,0,Mother,br,br,B1_033,2,,,,,,,,RA4_126,NA
201604,201604BR457,2.28,Mother,br,br,B2_018,25,,,,,,,,RA4_129,NA
201604,201604BR458,1.31,Mother,br,br,B1_034,50,,,,,,,,RA4_148,NA
201604,201604BR474,NA,Mother,br,br,B2_019,32,,,,,,,,RA4_152,NA
201604,201604BR479,3.47,Mother,br,br,B1_036,31,,,,,,,,RA4_170,NA
201604,201604BR515,1.58,Mother,br,br,B1_037,62,,,,,,,,RA4_178,NA
201604,201604BR520,4.15,Mother,br,br,B2_014,1,,,,,,,,RA4_181,NA
201604,201604BR537,2.04,Mother,br,br,B2_017,8,,,,,,,,RA4_196,NA
201604,243_01_A11G,4.67,Offspring,243,pond,B1_033,2,,,,,,,,RA4_203,NA
201604,243_01_A5G,0,Offspring,243,pond,B1_033,2,,,,,,,,RA4_222,NA
201604,243_01_A6G,6.02,Offspring,243,pond,B1_026,17,,,,,,,,RA4_226,NA
201604,243_01_A9G,0,Offspring,243,pond,B1_008,43,,,,,,,,RA4_227,NA
201604,243_01_B10G,4,Offspring,243,pond,B1_036,31,,,,,,,,RA4_234,NA
201604,243_01_B11G,4.39,Offspring,243,pond,B1_033,2,,,,,,,,RA4_239,NA
201604,243_01_B12G,6.09,Offspring,243,pond,B1_036,31,,,,,,,,RA4_245,NA
201604,243_01_B4G,3.81,Offspring,243,pond,B1_033,2,,,,,,,,RA4_264,NA
201604,243_01_B5G,4.91,Offspring,243,pond,B1_026,17,,,,,,,,RA4_268,NA
201604,243_01_B8G,0,Offspring,243,pond,B1_037,62,,,,,,,,RA4_272,NA
201604,243_01_B9G,3.5,Offspring,243,pond,B1_008,43,,,,,,,,RA4_320,NA
201604,243_01_C12G,4.56,Offspring,243,pond,B1_003,61,,,,,,,,RA4_331,NA
201604,243_01_C4G,4.23,Offspring,243,pond,B1_026,17,,,,,,,,RA4_336,NA
201604,243_01_C5G,3.2,Offspring,243,pond,B1_008,43,,,,,,,,RA4_341,NA
201604,243_01_C6G,3.92,Offspring,243,pond,B1_021,36,,,,,,,,RA4_355,NA
201604,243_01_C7G,3.41,Offspring,243,pond,B1_033,2,,,,,,,,RA4_367,NA
201604,243_01_C8G,0,Offspring,243,pond,B1_033,2,,,,,,,,RA4_371,NA
201604,243_01_C9G,3.77,Offspring,243,pond,B1_019,40,,,,,,,,RA4_388,NA
201604,243_01_D11G,4.11,Offspring,243,pond,B1_016,54,,,,,,,,RA4_392,NA
201604,243_01_D12G,3.82,Offspring,243,pond,B1_016,54,,,,,,,,RA4_398,NA
201604,243_01_D3G,3.84,Offspring,243,pond,B1_008,43,,,,,,,,RA4_399,NA
201604,243_01_D5G,0,Offspring,243,pond,B1_004,23,,,,,,,,RA4_400,NA
201604,243_01_D7G,0,Offspring,243,pond,B1_004,23,,,,,,,,RA4_403,NA
201604,243_01_D9G,4.7,Offspring,243,pond,B1_019,40,,,,,,,,RA4_430,NA
201604,243_01_E11G,4.53,Offspring,243,pond,B1_033,2,,,,,,,,RA4_469,NA
201604,243_01_E12G,4.06,Offspring,243,pond,B1_026,17,,,,,,,,135_001_A11_G,2.81
201604,243_01_E6G,3.48,Offspring,243,pond,B1_016,54,,,,,,,,135_001_A5_G,ND
201604,243_01_E8G,3.85,Offspring,243,pond,B1_011,11,,,,,,,,135_001_B8_G,2.58
201604,243_01_F10G,3.8,Offspring,243,pond,B1_033,2,,,,,,,,135_001_C7_G,ND
201604,243_01_F11G,3.9,Offspring,243,pond,B1_034,50,,,,,,,,135_001_D11_G,4.31
201604,243_01_F7G,0,Offspring,243,pond,B1_033,2,,,,,,,,135_001_E8_G,3.83
201604,243_01_F9G,3.53,Offspring,243,pond,B1_033,2,,,,,,,,136_001_C9_G,3.64
201604,243_01_G11G,4.21,Offspring,243,pond,B1_021,36,,,,,,,,136_001_D1_G,3.35
201604,243_01_G5G,5.8,Offspring,243,pond,B1_026,17,,,,,,,,136_001_D12_G,ND
201604,243_01_G6G,4.05,Offspring,243,pond,B1_033,2,,,,,,,,136_001_D6_G,3.81
201604,243_01_G8G,4.31,Offspring,243,pond,B1_026,17,,,,,,,,136_001_D9_G,3.83
201604,243_01_G9G,7.21,Offspring,243,pond,B1_036,31,,,,,,,,136_001_E5_G,5.17
201604,243_01_H3G,6.52,Offspring,243,pond,B1_011,11,,,,,,,,136_001_F10_G,3.07
201604,243_01_H5G,4.21,Offspring,243,pond,B1_019,40,,,,,,,,RA4_049,NA
201604,243_01_H7G,4.8,Offspring,243,pond,B1_008,43,,,,,,,,RA4_072,NA
201604,243_01_H8G,0,Offspring,243,pond,B1_016,54,,,,,,,,RA4_108,NA
201604,244_01_A10G,0,Offspring,244,pond,B1_008,43,,,,,,,,RA4_109,NA
201604,244_01_A12G,4.77,Offspring,244,pond,B1_019,40,,,,,,,,RA4_297,NA
201604,244_01_A7G,4.62,Offspring,244,pond,B1_025,66,,,,,,,,RA4_321,NA
201604,244_01_B10G,0,Offspring,244,pond,B1_015,21,,,,,,,,RA4_423,NA
201604,244_01_B11G,3.32,Offspring,244,pond,B1_008,43,,,,,,,,RA5_011,NA
201604,244_01_B12G,0,Offspring,244,pond,B1_025,66,,,,,,,,RA5_099,NA
201604,244_01_B7G,3.98,Offspring,244,pond,B1_037,62,,,,,,,,RA5_107,NA
201604,244_01_B8G,3.67,Offspring,244,pond,B1_006,29,,,,,,,,RA5_164,NA
201604,244_01_B9G,3.93,Offspring,244,pond,B1_004,23,,,,,,,,RA5_167,NA
201604,244_01_C10G,3.34,Offspring,244,pond,B1_015,21,,,,,,,,RA5_196,NA
201604,244_01_C12G,7.02,Offspring,244,pond,B1_034,50,,,,,,,,RA5_246,NA
201604,244_01_D11G,4.05,Offspring,244,pond,B1_026,17,,,,,,,,RA5_259,NA
201604,244_01_D12G,0,Offspring,244,pond,B1_033,2,,,,,,,,RA5_299,NA
201604,244_01_D7G,5.66,Offspring,244,pond,B1_003,61,,,,,,,,RA5_329,NA
201604,244_01_E10G,0,Offspring,244,pond,B1_004,23,,,,,,,,RA5_345,NA
201604,244_01_E12G,0,Offspring,244,pond,B1_023,58,,,,,,,,RA5_379,NA
201604,244_01_E7G,3.71,Offspring,244,pond,B1_004,23,,,,,,,,RA5_382,NA
201604,244_01_E9G,3.5,Offspring,244,pond,B1_033,2,,,,,,,,RA5_412,NA
201604,244_01_G11G,3.31,Offspring,244,pond,B1_008,43,,,,,,,,RA5_445,NA
201604,244_01_G7G,3.72,Offspring,244,pond,B1_004,23,,,,,,,,135_001_F4_G,ND
201604,244_01_G8G,0,Offspring,244,pond,B1_033,2,,,,,,,,RA4_032,NA
201604,244_01_G9G,0,Offspring,244,pond,B1_015,21,,,,,,,,RA4_068,NA
201604,244_01_H11G,3.92,Offspring,244,pond,B1_011,11,,,,,,,,RA4_080,NA
201604,244_01_H7G,7.9,Offspring,244,pond,B1_008,43,,,,,,,,RA4_143,NA
201604,244_01_H8G,5,Offspring,244,pond,B1_011,11,,,,,,,,RA4_216,NA
201604,244_01_H9G,5.12,Offspring,244,pond,B1_015,21,,,,,,,,RA4_359,NA
G1T1701,G1T1701_BR_001_P,3.65,Mother,br,br,G1T1701_BR_048_P__G1T1701_BR_001_P,56,,,,,,,,RA4_377,NA
G1T1701,G1T1701_BR_001_P,3.65,Mother,br,br,G1T1701_BR_049_GP__G1T1701_BR_001_P,84,,,,,,,,RA4_389,NA
G1T1701,G1T1701_BR_002_P,3.35,Mother,br,br,G1T1701_BR_048_P__G1T1701_BR_002_P,47,,,,,,,,RA4_425,NA
G1T1701,G1T1701_BR_002_P,3.35,Mother,br,br,G1T1701_BR_112_MP__G1T1701_BR_002_P,60,,,,,,,,RA5_009,NA
G1T1701,G1T1701_BR_003_P,3.37,Mother,br,br,G1T1701_BR_049_GP__G1T1701_BR_003_P,48,,,,,,,,RA5_080,NA
G1T1701,G1T1701_BR_005_P,0,Mother,br,br,G1T1701_BR_053_GP__G1T1701_BR_005_P,71,,,,,,,,RA5_147,NA
G1T1701,G1T1701_BR_006_P,3.47,Mother,br,br,G1T1701_BR_053_GP__G1T1701_BR_006_P,64,,,,,,,,RA5_150,NA
G1T1701,G1T1701_BR_012_P,3.79,Mother,br,br,G1T1701_BR_103_MP__G1T1701_BR_012_P,80,,,,,,,,RA5_197,NA
G1T1701,G1T1701_BR_014_P,3.59,Mother,br,br,G1T1701_BR_103_MP__G1T1701_BR_014_P,82,,,,,,,,RA5_199,NA
G1T1701,G1T1701_BR_015_P,4.95,Mother,br,br,G1T1701_BR_119_MP__G1T1701_BR_015_P,78,,,,,,,,RA5_203,NA
G1T1701,G1T1701_BR_017_P,0,Mother,br,br,G1T1701_BR_068_P__G1T1701_BR_017_P,85,,,,,,,,RA5_237,NA
G1T1701,G1T1701_BR_022_P,NA,Mother,br,br,G1T1701_BR_090_M__G1T1701_BR_022_P,87,,,,,,,,RA5_263,NA
G1T1701,G1T1701_BR_023_P,3.48,Mother,br,br,G1T1701_BR_182_MP__G1T1701_BR_023_P,38,,,,,,,,RA5_269,NA
G1T1701,G1T1701_BR_024_P,3.98,Mother,br,br,G1T1701_BR_182_MP__G1T1701_BR_024_P,65,,,,,,,,RA5_313,NA
G1T1701,G1T1701_BR_025_P,NA,Mother,br,br,G1T1701_BR_401_MP__G1T1701_BR_025_P,73,,,,,,,,RA5_369,NA
G1T1701,G1T1701_BR_031_P,3.82,Mother,br,br,G1T1701_BR_064_P__G1T1701_BR_031_P,86,,,,,,,,RA5_406,NA
G1T1701,G1T1701_BR_037_P,3.3,Mother,br,br,G1T1701_BR_067_GP__G1T1701_BR_037_P,57,,,,,,,,RA5_420,NA
G1T1701,G1T1701_BR_038_P,NA,Mother,br,br,G1T1701_BR_067_GP__G1T1701_BR_038_P,76,,,,,,,,RA5_452,NA
G1T1701,G1T1701_BR_042_P,4.07,Mother,br,br,G1T1701_BR_139_MP__G1T1701_BR_042_P,63,,,,,,,,135_001_E11_G,3.59
G1T1701,G1T1701_BR_048_P,5.16,Father,br,br,G1T1701_BR_048_P__G1T1701_BR_002_P,47,,,,,,,,136_001_E6_G,4.06
G1T1701,G1T1701_BR_048_P,5.16,Father,br,br,G1T1701_BR_048_P__G1T1701_BR_001_P,56,,,,,,,,RA4_001,NA
G1T1701,G1T1701_BR_049_GP,0,Father,br,br,G1T1701_BR_049_GP__G1T1701_BR_003_P,48,,,,,,,,RA4_008,NA
G1T1701,G1T1701_BR_049_GP,0,Father,br,br,G1T1701_BR_049_GP__G1T1701_BR_001_P,84,,,,,,,,RA4_040,NA
G1T1701,G1T1701_BR_053_GP,4.78,Father,br,br,G1T1701_BR_053_GP__G1T1701_BR_006_P,64,,,,,,,,RA4_050,NA
G1T1701,G1T1701_BR_053_GP,4.78,Father,br,br,G1T1701_BR_053_GP__G1T1701_BR_005_P,71,,,,,,,,RA4_056,NA
G1T1701,G1T1701_BR_064_P,3.5,Father,br,br,G1T1701_BR_064_P__G1T1701_BR_031_P,86,,,,,,,,RA4_058,NA
G1T1701,G1T1701_BR_067_GP,5.32,Father,br,br,G1T1701_BR_067_GP__G1T1701_BR_037_P,57,,,,,,,,RA4_066,NA
G1T1701,G1T1701_BR_067_GP,5.32,Father,br,br,G1T1701_BR_067_GP__G1T1701_BR_038_P,76,,,,,,,,RA4_100,NA
G1T1701,G1T1701_BR_068_P,6.61,Father,br,br,G1T1701_BR_068_P__G1T1701_BR_017_P,85,,,,,,,,RA4_118,NA
G1T1701,G1T1701_BR_090_M,6.04,Father,br,br,G1T1701_BR_090_M__G1T1701_BR_022_P,87,,,,,,,,RA4_130,NA
G1T1701,G1T1701_BR_103_MP,5.62,Father,br,br,G1T1701_BR_103_MP__G1T1701_BR_012_P,80,,,,,,,,RA4_134,NA
G1T1701,G1T1701_BR_103_MP,5.62,Father,br,br,G1T1701_BR_103_MP__G1T1701_BR_014_P,82,,,,,,,,RA4_142,NA
G1T1701,G1T1701_BR_112_MP,NA,Father,br,br,G1T1701_BR_112_MP__G1T1701_BR_002_P,60,,,,,,,,RA4_154,NA
G1T1701,G1T1701_BR_113_MP,6.29,Father,br,br,G1T1701_BR_113_MP__G1T1701_BR_262_MP,72,,,,,,,,RA4_175,NA
G1T1701,G1T1701_BR_119_MP,0,Father,br,br,G1T1701_BR_119_MP__G1T1701_BR_324_MP,70,,,,,,,,RA4_187,NA
G1T1701,G1T1701_BR_119_MP,0,Father,br,br,G1T1701_BR_119_MP__G1T1701_BR_015_P,78,,,,,,,,RA4_190,NA
G1T1701,G1T1701_BR_123_MP,0,Father,br,br,G1T1701_BR_123_MP__G1T1701_BR_251_MP,79,,,,,,,,RA4_206,NA
G1T1701,G1T1701_BR_131_M,0,Father,br,br,G1T1701_BR_131_M__G1T1701_BR_262_MP,20,,,,,,,,RA4_211,NA
G1T1701,G1T1701_BR_134_MP,5.97,Father,br,br,G1T1701_BR_134_MP__G1T1701_BR_444_MP,77,,,,,,,,RA4_213,NA
G1T1701,G1T1701_BR_139_MP,8.37,Father,br,br,G1T1701_BR_139_MP__G1T1701_BR_042_P,63,,,,,,,,RA4_218,NA
G1T1701,G1T1701_BR_159_MP,NA,Father,br,br,G1T1701_BR_159_MP__G1T1701_BR_444_MP,74,,,,,,,,RA4_223,NA
G1T1701,G1T1701_BR_166_MP,0,Father,br,br,G1T1701_BR_166_MP__G1T1701_BR_263_MP,42,,,,,,,,RA4_242,NA
G1T1701,G1T1701_BR_182_MP,4.26,Father,br,br,G1T1701_BR_182_MP__G1T1701_BR_023_P,38,,,,,,,,RA4_308,NA
G1T1701,G1T1701_BR_182_MP,4.26,Father,br,br,G1T1701_BR_182_MP__G1T1701_BR_024_P,65,,,,,,,,RA4_317,NA
G1T1701,G1T1701_BR_211_MP,7.81,Father,br,br,G1T1701_BR_211_MP__G1T1701_BR_428_MP,83,,,,,,,,RA4_318,NA
G1T1701,G1T1701_BR_251_MP,6.43,Mother,br,br,G1T1701_BR_123_MP__G1T1701_BR_251_MP,79,,,,,,,,RA4_334,NA
G1T1701,G1T1701_BR_262_MP,6.03,Mother,br,br,G1T1701_BR_131_M__G1T1701_BR_262_MP,20,,,,,,,,RA4_335,NA
G1T1701,G1T1701_BR_262_MP,6.03,Mother,br,br,G1T1701_BR_113_MP__G1T1701_BR_262_MP,72,,,,,,,,RA4_379,NA
G1T1701,G1T1701_BR_263_MP,NA,Mother,br,br,G1T1701_BR_166_MP__G1T1701_BR_263_MP,42,,,,,,,,RA4_402,NA
G1T1701,G1T1701_BR_318_MP,5.23,Mother,br,br,G1T1701_BR_360_MP__G1T1701_BR_318_MP,49,,,,,,,,RA4_413,NA
G1T1701,G1T1701_BR_324_MP,NA,Mother,br,br,G1T1701_BR_119_MP__G1T1701_BR_324_MP,70,,,,,,,,RA4_442,NA
G1T1701,G1T1701_BR_360_MP,0,Father,br,br,G1T1701_BR_360_MP__G1T1701_BR_318_MP,49,,,,,,,,RA4_457,NA
G1T1701,G1T1701_BR_401_MP,6.2,Father,br,br,G1T1701_BR_401_MP__G1T1701_BR_025_P,73,,,,,,,,RA5_048,NA
G1T1701,G1T1701_BR_401_MP,6.2,Father,br,br,G1T1701_BR_401_MP__G1T1701_BR_450_MP,88,,,,,,,,RA5_082,NA
G1T1701,G1T1701_BR_428_MP,5.45,Mother,br,br,G1T1701_BR_211_MP__G1T1701_BR_428_MP,83,,,,,,,,RA5_101,NA
G1T1701,G1T1701_BR_444_MP,NA,Mother,br,br,G1T1701_BR_159_MP__G1T1701_BR_444_MP,74,,,,,,,,RA5_103,NA
G1T1701,G1T1701_BR_444_MP,NA,Mother,br,br,G1T1701_BR_134_MP__G1T1701_BR_444_MP,77,,,,,,,,RA5_111,NA
G1T1701,G1T1701_BR_450_MP,NA,Mother,br,br,G1T1701_BR_401_MP__G1T1701_BR_450_MP,88,,,,,,,,RA5_123,NA
201604,RA4_001,NA,Offspring,A4,larval,B2_007,5,,,,,,,,RA5_129,NA
201604,RA4_003,NA,Offspring,A4,larval,B2_013,10,,,,,,,,RA5_138,NA
201604,RA4_005,NA,Offspring,A4,larval,B2_013,10,,,,,,,,RA5_148,NA
201604,RA4_006,NA,Offspring,A4,larval,B2_019,32,,,,,,,,RA5_171,NA
201604,RA4_008,NA,Offspring,A4,larval,B2_007,5,,,,,,,,RA5_176,NA
201604,RA4_009,NA,Offspring,A4,larval,B2_010,4,,,,,,,,RA5_179,NA
201604,RA4_010,NA,Offspring,A4,larval,B2_019,32,,,,,,,,RA5_183,NA
201604,RA4_012,NA,Offspring,A4,larval,B2_003,15,,,,,,,,RA5_187,NA
201604,RA4_013,NA,Offspring,A4,larval,B2_011,30,,,,,,,,RA5_188,NA
201604,RA4_014,NA,Offspring,A4,larval,B2_003,15,,,,,,,,RA5_209,NA
201604,RA4_015,NA,Offspring,A4,larval,B2_013,10,,,,,,,,RA5_210,NA
201604,RA4_016,NA,Offspring,A4,larval,B2_011,30,,,,,,,,RA5_212,NA
201604,RA4_018,NA,Offspring,A4,larval,B2_015,13,,,,,,,,RA5_223,NA
201604,RA4_019,NA,Offspring,A4,larval,B2_003,15,,,,,,,,RA5_227,NA
201604,RA4_021,NA,Offspring,A4,larval,B2_017,8,,,,,,,,RA5_241,NA
201604,RA4_024,NA,Offspring,A4,larval,B2_003,15,,,,,,,,RA5_242,NA
201604,RA4_025,NA,Offspring,A4,larval,B2_010,4,,,,,,,,RA5_245,NA
201604,RA4_026,NA,Offspring,A4,larval,B2_002,46,,,,,,,,RA5_346,NA
201604,RA4_027,NA,Offspring,A4,larval,B2_016,41,,,,,,,,RA5_349,NA
201604,RA4_028,NA,Offspring,A4,larval,B2_011,30,,,,,,,,RA5_376,NA
201604,RA4_029,NA,Offspring,A4,larval,B2_002,46,,,,,,,,RA5_403,NA
201604,RA4_030,NA,Offspring,A4,larval,B2_021,14,,,,,,,,RA5_421,NA
201604,RA4_032,NA,Offspring,A4,larval,B2_005,34,,,,,,,,RA5_436,NA
201604,RA4_034,NA,Offspring,A4,larval,B2_003,15,,,,,,,,135_001_A10_G,ND
201604,RA4_036,NA,Offspring,A4,larval,B2_003,15,,,,,,,,135_001_A8_G,2.78
201604,RA4_037,NA,Offspring,A4,larval,B2_018,25,,,,,,,,135_001_B4_G,6.65
201604,RA4_038,NA,Offspring,A4,larval,B2_009,44,,,,,,,,135_001_D1_G,4.72
201604,RA4_040,NA,Offspring,A4,larval,B2_007,5,,,,,,,,135_001_E10_G,3.21
201604,RA4_041,NA,Offspring,A4,larval,B2_010,4,,,,,,,,135_001_E2_G,5.06
201604,RA4_042,NA,Offspring,A4,larval,B2_016,41,,,,,,,,135_001_E3_G,3.58
201604,RA4_043,NA,Offspring,A4,larval,B2_014,1,,,,,,,,135_001_F9_G,2.74
201604,RA4_044,NA,Offspring,A4,larval,B2_014,1,,,,,,,,135_001_G1_G,3.59
201604,RA4_047,NA,Offspring,A4,larval,B2_014,1,,,,,,,,135_001_H10_G,3.49
201604,RA4_048,NA,Offspring,A4,larval,B2_016,41,,,,,,,,135_001_H11_G,3.57
201604,RA4_049,NA,Offspring,A4,larval,B2_004,39,,,,,,,,136_001_A1_G,6.45
201604,RA4_050,NA,Offspring,A4,larval,B2_007,5,,,,,,,,136_001_A6_G,5.95
201604,RA4_052,NA,Offspring,A4,larval,B2_003,15,,,,,,,,136_001_B2_G,3.15
201604,RA4_053,NA,Offspring,A4,larval,B2_003,15,,,,,,,,136_001_B8_G,6.96
201604,RA4_054,NA,Offspring,A4,larval,B2_016,41,,,,,,,,136_001_B9_G,6.4
201604,RA4_055,NA,Offspring,A4,larval,B2_014,1,,,,,,,,136_001_E2_G,ND
201604,RA4_056,NA,Offspring,A4,larval,B2_007,5,,,,,,,,136_001_F1_G,ND
201604,RA4_058,NA,Offspring,A4,larval,B2_007,5,,,,,,,,136_001_F3_G,3.25
201604,RA4_059,NA,Offspring,A4,larval,B2_018,25,,,,,,,,136_001_F7_G,3.19
201604,RA4_060,NA,Offspring,A4,larval,B2_009,44,,,,,,,,136_001_G5_G,3.39
201604,RA4_062,NA,Offspring,A4,larval,B2_015,13,,,,,,,,136_001_G6_G,3.11
201604,RA4_063,NA,Offspring,A4,larval,B2_017,8,,,,,,,,136_001_H10_G,ND
201604,RA4_064,NA,Offspring,A4,larval,B2_013,10,,,,,,,,RA5_314,NA
201604,RA4_066,NA,Offspring,A4,larval,B2_007,5,,,,,,,,RA5_383,NA
