Cohort,PrawnID,GAV,Age,Class,FamID,IntFamID,GAVoffspringcount,,,IntFamID,GAVoffspringcount
201604,201604_135_001_C10_G,2.84,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_G2_G,3,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_C10_G,3.1,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_F11_G,3.39,pond,Offspring,B2_014,22,26,,,,
201604,201604_135_001_A2_G,3.47,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_B11_G,4.18,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_E9_G,4.19,pond,Offspring,B2_014,22,26,,,,
201604,201604_135_001_G7_G,4.85,pond,Offspring,B2_014,22,26,,,,
201604,201604_135_001_B5_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_135_001_C4_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_135_001_E4_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_135_001_E9_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_135_001_G9_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_A2_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_E3_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_G1_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_G4_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_G7_G,0,pond,Offspring,B2_014,22,26,,,,
201604,201604_136_001_H2_G,0,pond,Offspring,B2_014,22,26,,,,
201602,201602BR088,2.31,broodstock,father,B3_012,23,61,,,,
201602,201602BR060,1.51,broodstock,mother,B3_012,23,61,,,,
201602,D1.PL015,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL019,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL025,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL027,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL028,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL036,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL051,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL056,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL060,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL061,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL063,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL064,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL074,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL075,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL078,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL080,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL087,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL091,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1.PL094,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_A10G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_A1G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_A2G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_A3G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_A4G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_A8G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_B6G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_C1G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_C4G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_C5G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_D2G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_D4G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_D8G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_E12G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_E6G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_E7G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_F12G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_F2G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_F7G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_G2G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_G9G,NA,larval,Offspring,B3_012,23,61,,,,
201602,D1_Plate1_H9G,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD3_PL010,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD3_PL014,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD3_PL090,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL006,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL011,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL014,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL020,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL026,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL036,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL039,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL042,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL045,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL050,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL054,NA,larval,Offspring,B3_012,23,61,,,,
201602,RD4_PL079,NA,larval,Offspring,B3_012,23,61,,,,
201602,201602_142_005_A10_G,3.74,pond,Offspring,B3_012,23,61,,,,
201602,201602_141_001_D9_G,0,pond,Offspring,B3_012,23,61,,,,
201602,201602_141_001_F3_G,0,pond,Offspring,B3_012,23,61,,,,
201602,201602_142_005_C5_G,0,pond,Offspring,B3_012,23,61,,,,
201602,201602_142_005_F11_G,0,pond,Offspring,B3_012,23,61,,,,
201604,201604BR231,3.15,broodstock,father,B2_010,24,21,,,,
201604,201604BR094,3.71,broodstock,mother,B2_010,24,21,,,,
201604,201604_135_001_C9_G,2.98,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_H9_G,3.14,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_E5_G,3.38,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_B7_G,3.38,pond,Offspring,B2_010,24,21,,,,
201604,201604_136_001_H4_G,3.65,pond,Offspring,B2_010,24,21,,,,
201604,201604_136_001_C7_G,3.74,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_E7_G,3.82,pond,Offspring,B2_010,24,21,,,,
201604,201604_136_001_A8_G,3.93,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_G4_G,4.05,pond,Offspring,B2_010,24,21,,,,
201604,201604_136_001_B1_G,4.25,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_H1_G,4.6,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_A3_G,4.61,pond,Offspring,B2_010,24,21,,,,
201604,201604_136_001_F5_G,5,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_C1_G,5.23,pond,Offspring,B2_010,24,21,,,,
201604,201604_136_001_B7_G,5.74,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_D8_G,6.38,pond,Offspring,B2_010,24,21,,,,
201604,201604_136_001_G10_G,8.03,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_D7_G,0,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_F1_G,0,pond,Offspring,B2_010,24,21,,,,
201604,201604_135_001_G5_G,0,pond,Offspring,B2_010,24,21,,,,
201604,201604_136_001_D2_G,0,pond,Offspring,B2_010,24,21,,,,
201604,201604BR365,3.55,broodstock,father,B2_017,25,11,,,,
201604,201604BR537,2.04,broodstock,mother,B2_017,25,11,,,,
201604,201604_136_001_A4_G,3.69,pond,Offspring,B2_017,25,11,,,,
201604,201604_135_001_C6_G,3.8,pond,Offspring,B2_017,25,11,,,,
201604,201604_135_001_A4_G,4.33,pond,Offspring,B2_017,25,11,,,,
201604,201604_136_001_C6_G,4.7,pond,Offspring,B2_017,25,11,,,,
201604,201604_135_001_G2_G,5.12,pond,Offspring,B2_017,25,11,,,,
201604,201604_136_001_G3_G,5.36,pond,Offspring,B2_017,25,11,,,,
201604,201604_135_001_F7_G,6.23,pond,Offspring,B2_017,25,11,,,,
201604,201604_136_001_A11_G,6.98,pond,Offspring,B2_017,25,11,,,,
201604,201604_135_001_F2_G,7.21,pond,Offspring,B2_017,25,11,,,,
201604,201604_135_001_B3_G,0,pond,Offspring,B2_017,25,11,,,,
201604,201604_136_001_H3_G,0,pond,Offspring,B2_017,25,11,,,,
201602,201602BR121,NA,broodstock,father,B3_013,26,56,,,,
201602,201602BR063,2.29,broodstock,mother,B3_013,26,56,,,,
201602,D1.PL011,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL013,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL014,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL016,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL024,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL029,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL035,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL040,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL046,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL050,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL052,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL055,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL059,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL077,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL079,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1.PL082,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_A5G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_A7G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_A9G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_B10G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_B1G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_B3G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_B4G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_B5G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_C2G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_D12G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_D3G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_E1G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_E3G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_F4G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_G4G,NA,larval,Offspring,B3_013,26,56,,,,
201602,D1_Plate1_H11G,NA,larval,Offspring,B3_013,26,56,,,,
201602,RD4_PL044,NA,larval,Offspring,B3_013,26,56,,,,
201602,RD4_PL058,NA,larval,Offspring,B3_013,26,56,,,,
201602,RD4_PL064,NA,larval,Offspring,B3_013,26,56,,,,
201602,RD4_PL067,NA,larval,Offspring,B3_013,26,56,,,,
201602,RD4_PL076,NA,larval,Offspring,B3_013,26,56,,,,
201602,RD4_PL087,NA,larval,Offspring,B3_013,26,56,,,,
201602,201602_141_001_D11_G,3.09,pond,Offspring,B3_013,26,56,,,,
201602,201602_141_001_G11_G,3.14,pond,Offspring,B3_013,26,56,,,,
201602,201602_141_001_A8_G,3.14,pond,Offspring,B3_013,26,56,,,,
201602,201602_141_001_A10_G,0,pond,Offspring,B3_013,26,56,,,,
201602,201602_141_001_B3_G,0,pond,Offspring,B3_013,26,56,,,,
201602,201602_141_001_C5_G,0,pond,Offspring,B3_013,26,56,,,,
201602,201602_142_005_B11_G,0,pond,Offspring,B3_013,26,56,,,,
201602,201602_142_005_C6_G,0,pond,Offspring,B3_013,26,56,,,,
201602,201602_142_005_D11_G,0,pond,Offspring,B3_013,26,56,,,,
201602,201602_142_005_E10_G,0,pond,Offspring,B3_013,26,56,,,,
201602,201602_142_005_E4_G,0,pond,Offspring,B3_013,26,56,,,,
201602,201602_142_005_H7_G,0,pond,Offspring,B3_013,26,56,,,,
201604,D1_Plate1_D10G,NA,larval,Offspring,B3_013,26,56,,,,
201604,D1_Plate1_H1G,NA,larval,Offspring,B3_013,26,56,,,,
201604,D1_Plate1_H3G,NA,larval,Offspring,B3_013,26,56,,,,
201604,D1_Plate1_H8G,NA,larval,Offspring,B3_013,26,56,,,,
201604,RD3_PL086,NA,larval,Offspring,B3_013,26,56,,,,
201604,RD4_PL032,NA,larval,Offspring,B3_013,26,56,,,,
201604,201604BR223,NA,broodstock,father,B2_007,27,23,,,,
201604,201604BR102,0,broodstock,mother,B2_007,27,23,,,,
201604,201604_135_001_F9_G,2.74,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_A8_G,2.78,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_G6_G,3.11,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_B2_G,3.15,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_F7_G,3.19,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_E10_G,3.21,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_F3_G,3.25,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_G5_G,3.39,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_H10_G,3.49,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_H11_G,3.57,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_E3_G,3.58,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_G1_G,3.59,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_D1_G,4.72,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_E2_G,5.06,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_A6_G,5.95,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_B9_G,6.4,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_A1_G,6.45,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_B4_G,6.65,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_B8_G,6.96,pond,Offspring,B2_007,27,23,,,,
201604,201604_135_001_A10_G,0,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_E2_G,0,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_F1_G,0,pond,Offspring,B2_007,27,23,,,,
201604,201604_136_001_H10_G,0,pond,Offspring,B2_007,27,23,,,,
201604,201602BR118,NA,broodstock,father,B3_020,28,42,,,,
201604,201602BR123,0,broodstock,mother,B3_020,28,42,,,,
201604,RD2_003,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_005,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_007,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_011,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_018,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_021,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_022,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_034,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_036,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_039,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_044,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_048,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_051,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_054,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_062,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_066,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_067,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_074,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_076,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_080,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_081,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_082,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_085,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_087,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_091,NA,larval,Offspring,B3_020,28,42,,,,
201604,RD2_093,NA,larval,Offspring,B3_020,28,42,,,,
201604,201602_141_001_H7_G,2.99,pond,Offspring,B3_020,28,42,,,,
201604,201602_141_001_E11_G,3.1,pond,Offspring,B3_020,28,42,,,,
201604,201602_141_001_E2_G,3.16,pond,Offspring,B3_020,28,42,,,,
201604,201602_142_005_G2_G,3.88,pond,Offspring,B3_020,28,42,,,,
201604,201602_142_005_G1_G,5.3,pond,Offspring,B3_020,28,42,,,,
201604,201602_141_001_C4_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_141_001_C6_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_141_001_D1_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_141_001_D8_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_141_001_E9_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_141_001_G9_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_141_001_H10_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_142_005_A2_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_142_005_D3_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_142_005_D6_G,0,pond,Offspring,B3_020,28,42,,,,
201604,201602_142_005_E5_G,0,pond,Offspring,B3_020,28,42,,,,
201602,201604BR261,NA,broodstock,father,B2_021,29,4,,,,
201602,201604BR119,4,broodstock,mother,B2_021,29,4,,,,
201602,201604_136_001_E7_G,3.62,pond,Offspring,B2_021,29,4,,,,
201602,201604_135_001_A12_G,4.09,pond,Offspring,B2_021,29,4,,,,
201602,201604_136_001_E12_G,5.09,pond,Offspring,B2_021,29,4,,,,
201602,201604_136_001_E4_G,0,pond,Offspring,B2_021,29,4,,,,
201602,201602BR087,1.82,broodstock,father,B3_011,30,46,,,,
201602,201602BR056,0,broodstock,mother,B3_011,30,46,,,,
201602,RD2_009,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_014,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_037,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_043,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_047,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_055,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_058,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_060,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_061,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_072,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_073,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_077,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_083,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_086,NA,larval,Offspring,B3_011,30,46,,,,
201602,RD2_090,NA,larval,Offspring,B3_011,30,46,,,,
201602,201602_141_001_F11_G,3.08,pond,Offspring,B3_011,30,46,,,,
201602,201602_141_001_A2_G,3.11,pond,Offspring,B3_011,30,46,,,,
201602,201602_141_001_C12_G,3.15,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_B7_G,3.91,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_A7_G,4.12,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_F12_G,4.12,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_B8_G,4.15,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_B12_G,4.17,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_E11_G,4.29,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_E3_G,7.08,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_E12_G,7.23,pond,Offspring,B3_011,30,46,,,,
201602,201602_141_001_A3_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_141_001_C1_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_141_001_E6_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_141_001_G10_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_A12_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_B2_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_B3_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_C12_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_D1_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_D12_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_F2_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_F3_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_F5_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_F6_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_G5_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_G6_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_H2_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_H4_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_H5_G,0,pond,Offspring,B3_011,30,46,,,,
201602,201602_142_005_H6_G,0,pond,Offspring,B3_011,30,46,,,,
201604,201604BR323,5.47,broodstock,father,B2_013,31,17,,,,
201604,201604BR429,0,broodstock,mother,B2_013,31,17,,,,
201604,201604_136_001_D4_G,3.19,pond,Offspring,B2_013,31,17,,,,
201604,201604_136_001_H8_G,3.48,pond,Offspring,B2_013,31,17,,,,
201604,201604_136_001_C11_G,3.58,pond,Offspring,B2_013,31,17,,,,
201604,201604_136_001_B4_G,3.65,pond,Offspring,B2_013,31,17,,,,
201604,201604_135_001_B6_G,3.72,pond,Offspring,B2_013,31,17,,,,
201604,201604_135_001_G10_G,3.99,pond,Offspring,B2_013,31,17,,,,
201604,201604_136_001_D5_G,4,pond,Offspring,B2_013,31,17,,,,
201604,201604_136_001_D7_G,4.16,pond,Offspring,B2_013,31,17,,,,
201604,201604_136_001_E1_G,5.37,pond,Offspring,B2_013,31,17,,,,
201604,201604_135_001_E12_G,5.6,pond,Offspring,B2_013,31,17,,,,
201604,201604_135_001_F12_G,6.4,pond,Offspring,B2_013,31,17,,,,
201604,201604_135_001_D5_G,0,pond,Offspring,B2_013,31,17,,,,
201604,201604_135_001_D6_G,0,pond,Offspring,B2_013,31,17,,,,
201604,201604_135_001_H2_G,0,pond,Offspring,B2_013,31,17,,,,
201604,201604_135_001_H5_G,0,pond,Offspring,B2_013,31,17,,,,
201604,201604_136_001_A5_G,0,pond,Offspring,B2_013,31,17,,,,
201604,201604_136_001_B10_G,0,pond,Offspring,B2_013,31,17,,,,
201604,201604BR336,5.39,broodstock,father,B2_015,32,14,,,,
201604,201604BR099,3.51,broodstock,mother,B2_015,32,14,,,,
201604,201604_135_001_F11_G,3.07,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_E11_G,3.18,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_H9_G,3.25,pond,Offspring,B2_015,32,14,,,,
201604,201604_135_001_F6_G,3.93,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_H6_G,4.83,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_C3_G,4.9,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_E8_G,5.24,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_B3_G,5.74,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_B5_G,7.43,pond,Offspring,B2_015,32,14,,,,
201604,201604_135_001_H4_G,0,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_C4_G,0,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_F8_G,0,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_H7_G,0,pond,Offspring,B2_015,32,14,,,,
201604,201604_136_001_G8_G,#N/A,pond,Offspring,B2_015,32,14,,,,
201602,201602BR105,1.39,broodstock,father,B3_007,33,29,,,,
201602,201602BR040,1.46,broodstock,mother,B3_007,33,29,,,,
201602,D1.PL004,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1.PL012,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1.PL023,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1.PL032,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1.PL037,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1.PL041,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1.PL085,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1_Plate1_B2G,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1_Plate1_B9G,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1_Plate1_C12G,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1_Plate1_C3G,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1_Plate1_D7G,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1_Plate1_E10G,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1_Plate1_E2G,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1_Plate1_G3G,NA,larval,Offspring,B3_007,33,29,,,,
201602,D1_Plate1_H6G,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD3_PL057,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD4_PL004,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD4_PL007,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD4_PL053,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD4_PL068,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD4_PL069,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD4_PL072,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD4_PL080,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD4_PL084,NA,larval,Offspring,B3_007,33,29,,,,
201602,RD4_PL090,NA,larval,Offspring,B3_007,33,29,,,,
201602,201602_141_001_B12_G,3.15,pond,Offspring,B3_007,33,29,,,,
201602,201602_141_001_H11_G,0,pond,Offspring,B3_007,33,29,,,,
201602,201602_141_001_H8_G,0,pond,Offspring,B3_007,33,29,,,,
201602,201604_136_001_E5_G,5.17,pond,Offspring,B2_003,34,13,,,,
201604,201604BR142,0,broodstock,father,B2_003,34,13,,,,
201604,201604BR049,0,broodstock,mother,B2_003,34,13,,,,
201604,201604_135_001_B8_G,2.58,pond,Offspring,B2_003,34,13,,,,
201604,201604_135_001_A11_G,2.81,pond,Offspring,B2_003,34,13,,,,
201604,201604_136_001_F10_G,3.07,pond,Offspring,B2_003,34,13,,,,
201604,201604_136_001_D1_G,3.35,pond,Offspring,B2_003,34,13,,,,
201604,201604_136_001_C9_G,3.64,pond,Offspring,B2_003,34,13,,,,
201604,201604_136_001_D6_G,3.81,pond,Offspring,B2_003,34,13,,,,
201604,201604_136_001_D9_G,3.83,pond,Offspring,B2_003,34,13,,,,
