Cohort,OffspringID,Plateno,Code,Type,FatherID,Fatherlggav,MotherID,Motherlggav,FamID,FamilyID,Offspring count,Pondcount,Larvalcount
201602,RD2_234,3,D2,larval,201602BR118,NA,201602BR123,0,B3_020,,,,
201602,RD3_020,1,D3,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD3_074,1,D3,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD3_090,1,D3,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD3_092,1,D3,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD3_093,1,D3,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD3_140,2,D3,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD3_151,2,D3,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD3_155,2,D3,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD3_227,3,D3,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD3_231,3,D3,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_006,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_007,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_009,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_017,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_020,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_021,1,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_036,1,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_037,1,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_041,1,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_046,1,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_050,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_053,1,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_055,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_058,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_064,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_065,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_075,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_076,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_082,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_094,1,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_096,2,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_100,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_105,2,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_111,2,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_116,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_117,2,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_118,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_127,2,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_137,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_147,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_152,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_155,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_161,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_167,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_173,2,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_177,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_180,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_183,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_185,2,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_186,2,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_191,3,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_195,3,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_199,3,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_205,3,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_208,3,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_217,3,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
201602,RD4_220,3,D4,larval,201602BR088,2.31,201602BR060,1.51,B3_012,,,,
201602,RD4_228,3,D4,larval,201602BR121,NA,201602BR063,2.29,B3_013,,,,
