Cohort,OffspringID,Offspringlggav,Code,Type,FatherID,Fatherlggav,MotherID,Motherlggav,FamilyID,gavscreenlist,FamilyID,Offspring count,Pond count,Larval count
G1T1701,156_001_B11_G,0,156,pond,G1T1701_BR_053_GP,4.78,G1T1701_BR_006_P,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,n,,,,
G1T1701,156_001_B12_G,0,156,pond,G1T1701_BR_360_MP,0,G1T1701_BR_318_MP,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,n,,,,
G1T1701,156_001_B2_G,0,156,pond,G1T1701_BR_112_MP,NA,G1T1701_BR_002_P,3.35,G1T1701_BR_112_MP__G1T1701_BR_002_P,n,,,,
G1T1701,156_001_B4_G,0,156,pond,G1T1701_BR_166_MP,0,G1T1701_BR_263_MP,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,n,,,,
G1T1701,156_001_B5_G,0,156,pond,G1T1701_BR_064_P,3.5,G1T1701_BR_031_P,3.82,G1T1701_BR_064_P__G1T1701_BR_031_P,n,,,,
G1T1701,156_001_B6_G,0,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_B7_G,0.64,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_B8_G,1.12,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_B9_G,0,156,pond,G1T1701_BR_049_GP,0,G1T1701_BR_003_P,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,n,,,,
G1T1701,156_001_C11_G,0,156,pond,G1T1701_BR_053_GP,4.78,G1T1701_BR_005_P,0,G1T1701_BR_053_GP__G1T1701_BR_005_P,n,,,,
G1T1701,156_001_C2_G,0,156,pond,G1T1701_BR_182_MP,4.26,G1T1701_BR_023_P,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,n,,,,
G1T1701,156_001_C6_G,0,156,pond,G1T1701_BR_067_GP,5.32,G1T1701_BR_037_P,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,n,,,,
G1T1701,156_001_C7_G,0.64,156,pond,G1T1701_BR_182_MP,4.26,G1T1701_BR_023_P,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,n,,,,
G1T1701,156_001_C8_G,0,156,pond,G1T1701_BR_049_GP,0,G1T1701_BR_003_P,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,n,,,,
G1T1701,156_001_C9_G,0,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_D1_G,1,156,pond,G1T1701_BR_401_MP,6.2,G1T1701_BR_025_P,NA,G1T1701_BR_401_MP__G1T1701_BR_025_P,n,,,,
G1T1701,156_001_D10_G,0.63,156,pond,G1T1701_BR_049_GP,0,G1T1701_BR_003_P,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,n,,,,
G1T1701,156_001_D11_G,0,156,pond,G1T1701_BR_123_MP,0,G1T1701_BR_251_MP,6.43,G1T1701_BR_123_MP__G1T1701_BR_251_MP,n,,,,
G1T1701,156_001_D12_G,0.92,156,pond,G1T1701_BR_049_GP,0,G1T1701_BR_003_P,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,n,,,,
G1T1701,156_001_D3_G,0,156,pond,G1T1701_BR_166_MP,0,G1T1701_BR_263_MP,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,n,,,,
G1T1701,156_001_D4_G,3.25,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_D5_G,0.95,156,pond,G1T1701_BR_139_MP,8.37,G1T1701_BR_042_P,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,n,,,,
G1T1701,156_001_D6_G,1.44,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_D7_G,4.25,156,pond,G1T1701_BR_049_GP,0,G1T1701_BR_003_P,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,n,,,,
G1T1701,156_001_D8_G,0,156,pond,G1T1701_BR_067_GP,5.32,G1T1701_BR_037_P,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,n,,,,
G1T1701,156_001_D9_G,0.95,156,pond,G1T1701_BR_048_P,5.16,G1T1701_BR_002_P,3.35,G1T1701_BR_048_P__G1T1701_BR_002_P,n,,,,
G1T1701,156_001_E11_G,0,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_E3_G,1.11,156,pond,G1T1701_BR_049_GP,0,G1T1701_BR_003_P,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,n,,,,
G1T1701,156_001_E4_G,0,156,pond,G1T1701_BR_166_MP,0,G1T1701_BR_263_MP,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,n,,,,
G1T1701,156_001_E9_G,0,156,pond,G1T1701_BR_119_MP,0,G1T1701_BR_324_MP,NA,G1T1701_BR_119_MP__G1T1701_BR_324_MP,n,,,,
G1T1701,156_001_F1_G,0,156,pond,G1T1701_BR_182_MP,4.26,G1T1701_BR_023_P,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,n,,,,
G1T1701,156_001_F10_G,0,156,pond,G1T1701_BR_067_GP,5.32,G1T1701_BR_038_P,NA,G1T1701_BR_067_GP__G1T1701_BR_038_P,n,,,,
G1T1701,156_001_F12_G,0.85,156,pond,G1T1701_BR_159_MP,NA,G1T1701_BR_444_MP,NA,G1T1701_BR_159_MP__G1T1701_BR_444_MP,n,,,,
G1T1701,156_001_F2_G,1.56,156,pond,G1T1701_BR_112_MP,NA,G1T1701_BR_002_P,3.35,G1T1701_BR_112_MP__G1T1701_BR_002_P,n,,,,
G1T1701,156_001_F3_G,0,156,pond,G1T1701_BR_119_MP,0,G1T1701_BR_324_MP,NA,G1T1701_BR_119_MP__G1T1701_BR_324_MP,n,,,,
G1T1701,156_001_F5_G,0,156,pond,G1T1701_BR_166_MP,0,G1T1701_BR_263_MP,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,n,,,,
G1T1701,156_001_F6_G,1.17,156,pond,G1T1701_BR_049_GP,0,G1T1701_BR_003_P,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,n,,,,
G1T1701,156_001_F7_G,0.97,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_F9_G,0,156,pond,G1T1701_BR_182_MP,4.26,G1T1701_BR_023_P,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,n,,,,
G1T1701,156_001_G1_G,0,156,pond,G1T1701_BR_139_MP,8.37,G1T1701_BR_042_P,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,n,,,,
G1T1701,156_001_G10_G,0.74,156,pond,G1T1701_BR_067_GP,5.32,G1T1701_BR_038_P,NA,G1T1701_BR_067_GP__G1T1701_BR_038_P,n,,,,
G1T1701,156_001_G11_G,0,156,pond,G1T1701_BR_166_MP,0,G1T1701_BR_263_MP,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,n,,,,
G1T1701,156_001_G2_G,0,156,pond,G1T1701_BR_134_MP,5.97,G1T1701_BR_444_MP,NA,G1T1701_BR_134_MP__G1T1701_BR_444_MP,n,,,,
G1T1701,156_001_G4_G,0,156,pond,G1T1701_BR_049_GP,0,G1T1701_BR_003_P,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,n,,,,
G1T1701,156_001_G6_G,0.87,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_G8_G,0,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_G9_G,0.95,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_H1_G,0,156,pond,G1T1701_BR_053_GP,4.78,G1T1701_BR_006_P,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,n,,,,
G1T1701,156_001_H10_G,0,156,pond,G1T1701_BR_182_MP,4.26,G1T1701_BR_023_P,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,n,,,,
G1T1701,156_001_H11_G,0,156,pond,G1T1701_BR_182_MP,4.26,G1T1701_BR_023_P,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,n,,,,
G1T1701,156_001_H3_G,0,156,pond,G1T1701_BR_166_MP,0,G1T1701_BR_263_MP,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,n,,,,
G1T1701,156_001_H4_G,0,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_H5_G,0,156,pond,G1T1701_BR_360_MP,0,G1T1701_BR_318_MP,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,n,,,,
G1T1701,156_001_H6_G,0,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
G1T1701,156_001_H7_G,0,156,pond,G1T1701_BR_166_MP,0,G1T1701_BR_263_MP,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,n,,,,
G1T1701,156_001_H8_G,0.84,156,pond,G1T1701_BR_131_M,0,G1T1701_BR_262_MP,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,n,,,,
201604,243_01_A11G,4.67,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_A5G,ND,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_A6G,6.02,243,pond,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,243_01_A9G,ND,243,pond,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,243_01_B10G,4,243,pond,201604BR347,5.14,201604BR479,3.47,B1_036,n,,,,
201604,243_01_B11G,4.39,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_B12G,6.09,243,pond,201604BR347,5.14,201604BR479,3.47,B1_036,n,,,,
201604,243_01_B4G,3.81,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_B5G,4.91,243,pond,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,243_01_B8G,ND,243,pond,201604BR385,4.41,201604BR515,1.58,B1_037,n,,,,
201604,243_01_B9G,3.5,243,pond,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,243_01_C12G,4.56,243,pond,201604BR160,3.52,201604BR014,3.49,B1_003,n,,,,
201604,243_01_C4G,4.23,243,pond,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,243_01_C5G,3.2,243,pond,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,243_01_C6G,3.92,243,pond,201604BR239,0,201604BR103,3.41,B1_021,n,,,,
201604,243_01_C7G,3.41,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_C8G,ND,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_C9G,3.77,243,pond,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,243_01_D11G,4.11,243,pond,201604BR157,3.34,201604BR074,4.09,B1_016,n,,,,
201604,243_01_D12G,3.82,243,pond,201604BR157,3.34,201604BR074,4.09,B1_016,n,,,,
201604,243_01_D3G,3.84,243,pond,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,243_01_D5G,ND,243,pond,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,243_01_D7G,ND,243,pond,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,243_01_D9G,4.7,243,pond,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,243_01_E11G,4.53,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_E12G,4.06,243,pond,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,243_01_E6G,3.48,243,pond,201604BR157,3.34,201604BR074,4.09,B1_016,n,,,,
201604,243_01_E8G,3.85,243,pond,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,243_01_F10G,3.8,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_F11G,3.9,243,pond,201604BR282,4.73,201604BR458,1.31,B1_034,n,,,,
201604,243_01_F7G,ND,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_F9G,3.53,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_G11G,4.21,243,pond,201604BR239,0,201604BR103,3.41,B1_021,n,,,,
201604,243_01_G5G,5.8,243,pond,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,243_01_G6G,4.05,243,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,243_01_G8G,4.31,243,pond,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,243_01_G9G,7.21,243,pond,201604BR347,5.14,201604BR479,3.47,B1_036,n,,,,
201604,243_01_H3G,6.52,243,pond,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,243_01_H5G,4.21,243,pond,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,243_01_H7G,4.8,243,pond,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,243_01_H8G,ND,243,pond,201604BR157,3.34,201604BR074,4.09,B1_016,n,,,,
201604,244_01_A10G,ND,244,pond,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,244_01_A12G,4.77,244,pond,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,244_01_A7G,4.62,244,pond,201604BR282,4.73,201604BR399,3.9,B1_025,n,,,,
201604,244_01_B10G,ND,244,pond,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,244_01_B11G,3.32,244,pond,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,244_01_B12G,ND,244,pond,201604BR282,4.73,201604BR399,3.9,B1_025,n,,,,
201604,244_01_B7G,3.98,244,pond,201604BR385,4.41,201604BR515,1.58,B1_037,n,,,,
201604,244_01_B8G,3.67,244,pond,201604BR158,4.56,201604BR021,3.01,B1_006,n,,,,
201604,244_01_B9G,3.93,244,pond,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,244_01_C10G,3.34,244,pond,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,244_01_C12G,7.02,244,pond,201604BR282,4.73,201604BR458,1.31,B1_034,n,,,,
201604,244_01_D11G,4.05,244,pond,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,244_01_D12G,ND,244,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,244_01_D7G,5.66,244,pond,201604BR160,3.52,201604BR014,3.49,B1_003,n,,,,
201604,244_01_E10G,ND,244,pond,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,244_01_E12G,ND,244,pond,201604BR146,5.77,201604BR116,0,B1_023,n,,,,
201604,244_01_E7G,3.71,244,pond,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,244_01_E9G,3.5,244,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,244_01_G11G,3.31,244,pond,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,244_01_G7G,3.72,244,pond,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,244_01_G8G,ND,244,pond,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,244_01_G9G,ND,244,pond,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,244_01_H11G,3.92,244,pond,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,244_01_H7G,7.9,244,pond,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,244_01_H8G,5,244,pond,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,244_01_H9G,5.12,244,pond,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,RA4_001,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_003,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_005,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_006,NA,A4,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA4_008,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_009,NA,A4,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA4_010,NA,A4,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA4_012,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_013,NA,A4,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA4_014,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_015,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_016,NA,A4,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA4_018,NA,A4,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA4_019,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_021,NA,A4,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA4_024,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_025,NA,A4,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA4_026,NA,A4,larval,201604BR133,3.9,201604BR062,3.06,B2_002,n,,,,
201604,RA4_027,NA,A4,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA4_028,NA,A4,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA4_029,NA,A4,larval,201604BR133,3.9,201604BR062,3.06,B2_002,n,,,,
201604,RA4_030,NA,A4,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA4_032,NA,A4,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA4_034,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_036,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_037,NA,A4,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA4_038,NA,A4,larval,201604BR231,3.15,201604BR074,4.09,B2_009,n,,,,
201604,RA4_040,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_041,NA,A4,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA4_042,NA,A4,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA4_043,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_044,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_047,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_048,NA,A4,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA4_049,NA,A4,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA4_050,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_052,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_053,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_054,NA,A4,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA4_055,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_056,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_058,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_059,NA,A4,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA4_060,NA,A4,larval,201604BR231,3.15,201604BR074,4.09,B2_009,n,,,,
201604,RA4_062,NA,A4,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA4_063,NA,A4,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA4_064,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_066,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_067,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_068,NA,A4,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA4_069,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_071,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_072,NA,A4,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA4_074,NA,A4,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA4_075,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_076,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_077,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_078,NA,A4,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA4_080,NA,A4,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA4_082,NA,A4,larval,201604BR133,3.9,201604BR062,3.06,B2_002,n,,,,
201604,RA4_083,NA,A4,larval,201604BR133,3.9,201604BR062,3.06,B2_002,n,,,,
201604,RA4_084,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_085,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_086,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_090,NA,A4,larval,201604BR133,3.9,201604BR062,3.06,B2_002,n,,,,
201604,RA4_096,NA,A4,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA4_097,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_098,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_099,NA,A4,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA4_100,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_101,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_102,NA,A4,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA4_103,NA,A4,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA4_104,NA,A4,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA4_105,NA,A4,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA4_106,NA,A4,larval,201604BR231,3.15,201604BR074,4.09,B2_009,n,,,,
201604,RA4_107,NA,A4,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA4_108,NA,A4,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA4_109,NA,A4,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA4_110,NA,A4,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA4_111,NA,A4,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA4_113,NA,A4,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA4_114,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_115,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_116,NA,A4,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA4_118,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_120,NA,A4,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA4_122,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_123,NA,A4,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA4_125,NA,A4,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA4_126,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_127,NA,A4,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA4_128,NA,A4,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA4_129,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_130,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_131,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_132,NA,A4,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA4_134,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_135,NA,A4,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA4_137,NA,A4,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA4_138,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_139,NA,A4,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA4_141,NA,A4,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA4_142,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_143,NA,A4,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA4_144,NA,A4,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA4_145,NA,A4,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA4_146,NA,A4,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA4_148,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_149,NA,A4,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA4_150,NA,A4,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA4_152,NA,A4,larval,201604BR142,0,201604BR049,0,B2_003,n,,,,
201604,RA4_153,NA,A4,larval,201604BR133,3.9,201604BR062,3.06,B2_002,n,,,,
201604,RA4_154,NA,A4,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA4_155,NA,A4,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
