Cohort,Code,Age,Class,PrawnID,GAV,FamID,
201604,C8,pond,Offspring,201604_135_001_E7_G,3.82,B2_010,
201604,C9,pond,Offspring,201604_136_001_A8_G,3.93,B2_010,
201604,C9,pond,Offspring,201604_135_001_G4_G,4.05,B2_010,
201604,C9,pond,Offspring,201604_136_001_B1_G,4.25,B2_010,
201604,C9,pond,Offspring,201604_135_001_H1_G,4.60,B2_010,
201604,C9,pond,Offspring,201604_135_001_A3_G,4.61,B2_010,
201604,C9,pond,Offspring,201604_136_001_F5_G,5.00,B2_010,
201604,C9,pond,Offspring,201604_135_001_C1_G,5.23,B2_010,
201604,C9,pond,Offspring,201604_136_001_B7_G,5.74,B2_010,
201604,C9,pond,Offspring,201604_135_001_D8_G,6.38,B2_010,
201604,C9,pond,Offspring,201604_136_001_G10_G,8.03,B2_010,
201604,C9,pond,Offspring,201604_135_001_D7_G,0.00,B2_010,
201604,C8,pond,Offspring,201604_135_001_F1_G,0.00,B2_010,
201604,C9,pond,Offspring,201604_135_001_G5_G,0.00,B2_010,
201604,C8,pond,Offspring,201604_136_001_D2_G,0.00,B2_010,
201604,C9,broodstock,mother,201604BR003,3.03,B2_011,
201604,C8,broodstock,father,201604BR277,3.38,B2_011,
201604,C8,pond,Offspring,201604_135_001_C2_G,4.17,B2_011,
201604,C8,pond,Offspring,201604_135_001_D12_G,4.35,B2_011,
201604,C8,pond,Offspring,201604_136_001_A7_G,0.00,B2_011,
201604,C9,broodstock,father,201604BR322,5.98,B2_012,
201604,C9,broodstock,mother,201604BR427,0,B2_012,
201604,C8,pond,Offspring,201604_136_001_D4_G,3.19,B2_013,
201604,C9,pond,Offspring,201604_136_001_H8_G,3.48,B2_013,
201604,C8,pond,Offspring,201604_136_001_C11_G,3.58,B2_013,
201604,C9,pond,Offspring,201604_136_001_B4_G,3.65,B2_013,
201604,C9,pond,Offspring,201604_135_001_B6_G,3.72,B2_013,
201604,C9,pond,Offspring,201604_135_001_G10_G,3.99,B2_013,
201604,244,pond,Offspring,201604_136_001_D5_G,4.00,B2_013,
201604,C8,pond,Offspring,201604_136_001_D7_G,4.16,B2_013,
201604,C9,pond,Offspring,201604_136_001_E1_G,5.37,B2_013,
201604,C8,broodstock,father,201604BR323,5.47,B2_013,
201604,C9,pond,Offspring,201604_135_001_E12_G,5.60,B2_013,
201604,C9,pond,Offspring,201604_135_001_F12_G,6.40,B2_013,
201604,C9,broodstock,mother,201604BR429,0,B2_013,
201604,C8,pond,Offspring,201604_135_001_D5_G,0.00,B2_013,
201604,C8,pond,Offspring,201604_135_001_D6_G,0.00,B2_013,
201604,136,pond,Offspring,201604_135_001_H2_G,0.00,B2_013,
201604,C9,pond,Offspring,201604_135_001_H5_G,0.00,B2_013,
201604,C8,pond,Offspring,201604_136_001_A5_G,0.00,B2_013,
201604,C8,pond,Offspring,201604_136_001_B10_G,0.00,B2_013,
201604,C9,pond,Offspring,201604_135_001_F3_G,2.75,B2_014,
201604,C9,pond,Offspring,201604_135_001_C10_G,2.84,B2_014,
201604,C9,pond,Offspring,201604_136_001_G2_G,3.00,B2_014,
201604,C9,pond,Offspring,201604_136_001_C10_G,3.10,B2_014,
201604,C8,pond,Offspring,201604_136_001_F11_G,3.39,B2_014,
201604,C9,pond,Offspring,201604_135_001_A2_G,3.47,B2_014,
201602,parent,pond,Offspring,201604_135_001_B11_G,3.48,B2_014,
201602,parent,pond,Offspring,201604_136_001_D10_G,3.58,B2_014,
201602,parent,pond,Offspring,201604_135_001_A1_G,3.66,B2_014,
201602,parent,broodstock,father,201604BR326,4.07,B2_014,
201604,parent,broodstock,mother,201604BR520,4.15,B2_014,
201604,parent,pond,Offspring,201604_136_001_B11_G,4.18,B2_014,
201604,parent,pond,Offspring,201604_136_001_E9_G,4.19,B2_014,
201604,parent,pond,Offspring,201604_135_001_G7_G,4.85,B2_014,
201602,parent,pond,Offspring,201604_135_001_E6_G,5.87,B2_014,
201602,parent,pond,Offspring,201604_136_001_G9_G,6.98,B2_014,
201602,parent,pond,Offspring,201604_135_001_B10_G,0.00,B2_014,
201604,parent,pond,Offspring,201604_135_001_B5_G,0.00,B2_014,
201604,243,pond,Offspring,201604_135_001_C4_G,0.00,B2_014,
201604,243,pond,Offspring,201604_135_001_E4_G,0.00,B2_014,
201604,243,pond,Offspring,201604_135_001_E9_G,0.00,B2_014,
201604,243,pond,Offspring,201604_135_001_G9_G,0.00,B2_014,
201604,243,pond,Offspring,201604_136_001_A2_G,0.00,B2_014,
201604,243,pond,Offspring,201604_136_001_E3_G,0.00,B2_014,
201604,243,pond,Offspring,201604_136_001_G1_G,0.00,B2_014,
201604,243,pond,Offspring,201604_136_001_G4_G,0.00,B2_014,
201604,243,pond,Offspring,201604_136_001_G7_G,0.00,B2_014,
201604,243,pond,Offspring,201604_136_001_H2_G,0.00,B2_014,
201604,243,pond,Offspring,201604_135_001_F11_G,3.07,B2_015,
201604,243,pond,Offspring,201604_136_001_E11_G,3.18,B2_015,
201604,243,pond,Offspring,201604_136_001_H9_G,3.25,B2_015,
201604,243,broodstock,mother,201604BR099,3.51,B2_015,
201604,243,pond,Offspring,201604_135_001_F6_G,3.93,B2_015,
201604,243,pond,Offspring,201604_136_001_H6_G,4.83,B2_015,
201604,243,pond,Offspring,201604_136_001_C3_G,4.90,B2_015,
201604,243,pond,Offspring,201604_136_001_E8_G,5.24,B2_015,
201604,243,broodstock,father,201604BR336,5.39,B2_015,
201604,243,pond,Offspring,201604_136_001_B3_G,5.74,B2_015,
201604,243,pond,Offspring,201604_136_001_B5_G,7.43,B2_015,
201604,243,pond,Offspring,201604_135_001_H4_G,0.00,B2_015,
201604,243,pond,Offspring,201604_136_001_C4_G,0.00,B2_015,
201604,243,pond,Offspring,201604_136_001_F8_G,0.00,B2_015,
201604,243,pond,Offspring,201604_136_001_H7_G,0.00,B2_015,
201604,243,pond,Offspring,201604_136_001_G8_G,#N/A,B2_015,
201604,243,pond,Offspring,201604_135_001_A6_G,3.02,B2_016,
201604,243,pond,Offspring,201604_136_001_A12_G,3.45,B2_016,
201604,243,broodstock,mother,201604BR071,3.50,B2_016,
201604,243,pond,Offspring,201604_136_001_F12_G,3.52,B2_016,
201604,243,broodstock,father,201604BR359,4.35,B2_016,
201604,243,pond,Offspring,201604_135_001_C5_G,0.00,B2_016,
201604,243,broodstock,mother,201604BR537,2.04,B2_017,
201604,243,broodstock,father,201604BR365,3.55,B2_017,
201604,243,pond,Offspring,201604_136_001_A4_G,3.69,B2_017,
201604,243,pond,Offspring,201604_135_001_C6_G,3.80,B2_017,
201604,243,pond,Offspring,201604_135_001_A4_G,4.33,B2_017,
201604,243,pond,Offspring,201604_136_001_C6_G,4.70,B2_017,
201604,243,pond,Offspring,201604_135_001_G2_G,5.12,B2_017,
201604,243,pond,Offspring,201604_136_001_G3_G,5.36,B2_017,
201604,243,pond,Offspring,201604_135_001_F7_G,6.23,B2_017,
201604,243,pond,Offspring,201604_136_001_A11_G,6.98,B2_017,
201604,243,pond,Offspring,201604_135_001_F2_G,7.21,B2_017,
201604,243,pond,Offspring,201604_135_001_B3_G,0.00,B2_017,
201604,243,pond,Offspring,201604_136_001_H3_G,0.00,B2_017,
201604,243,broodstock,mother,201604BR457,2.28,B2_018,
201604,243,broodstock,father,201604BR376,3.34,B2_018,
201604,243,pond,Offspring,201604_135_001_F5_G,0.00,B2_018,
201604,243,broodstock,father,201604BR247,3.16,B2_019,
201604,243,pond,Offspring,201604_135_001_D9_G,3.48,B2_019,
201604,243,pond,Offspring,201604_136_001_G11_G,6.30,B2_019,
201604,243,broodstock,mother,201604BR474,NA,B2_019,
201604,243,pond,Offspring,201604_135_001_G6_G,0.00,B2_019,
201604,243,pond,Offspring,201604_135_001_B9_G,3.26,B2_020,
201604,243,broodstock,mother,201604BR103,3.41,B2_020,
201604,243,pond,Offspring,201604_136_001_H11_G,3.66,B2_020,
201604,243,pond,Offspring,201604_136_001_H5_G,4.30,B2_020,
201604,243,broodstock,father,201604BR261,NA,B2_020,
201604,243,pond,Offspring,201604_136_001_A3_G,0.00,B2_020,
201602,D1,pond,Offspring,201604_136_001_B12_G,0.00,B2_020,
201602,D1,pond,Offspring,201604_136_001_E7_G,3.62,B2_021,
201602,D1,broodstock,mother,201604BR119,4.00,B2_021,
201602,D1,pond,Offspring,201604_135_001_A12_G,4.09,B2_021,
201602,D1,pond,Offspring,201604_136_001_E12_G,5.09,B2_021,
201602,D1,broodstock,father,201604BR261,NA,B2_021,
201602,D1,pond,Offspring,201604_136_001_E4_G,0.00,B2_021,
201602,D1,pond,Offspring,201602_141_001_H6_G,3.14,B3_001,
201602,D1,pond,Offspring,201602_141_001_A12_G,3.15,B3_001,
201602,D1,pond,Offspring,201602_141_001_G6_G,3.17,B3_001,
201602,D1,broodstock,mother,201602BR026,0,B3_001,
201602,D1,larval,Offspring,RD2_045,NA,B3_001,
201602,D1,larval,Offspring,RD3_PL019,NA,B3_001,
201602,D1,larval,Offspring,RD3_PL023,NA,B3_001,
201602,D1,larval,Offspring,RD3_PL043,NA,B3_001,
201602,D1,larval,Offspring,RD3_PL044,NA,B3_001,
201602,D1,larval,Offspring,RD3_PL050,NA,B3_001,
201602,D1,broodstock,father,201602BR113,NA,B3_001,
201602,D1,pond,Offspring,201602_141_001_A6_G,0.00,B3_001,
201602,D1,pond,Offspring,201602_141_001_B10_G,0.00,B3_001,
201602,D1,pond,Offspring,201602_141_001_C10_G,0.00,B3_001,
201602,D1,pond,Offspring,201602_141_001_D3_G,0.00,B3_001,
201602,D1,pond,Offspring,201602_142_005_B1_G,0.00,B3_001,
201602,D1,pond,Offspring,201602_142_005_D5_G,0.00,B3_001,
201602,D1,pond,Offspring,201602_142_005_G10_G,0.00,B3_001,
201602,D1,pond,Offspring,201602_142_005_H1_G,0.00,B3_001,
201602,D1,broodstock,mother,201602BR035,1.84,B3_003,
201602,D1,broodstock,father,201602BR102,3.57,B3_003,
201602,D1,larval,Offspring,RD2_010,NA,B3_003,
201602,D1,larval,Offspring,RD2_015,NA,B3_003,
201602,D1,larval,Offspring,RD2_027,NA,B3_003,
201602,D1,larval,Offspring,RD2_053,NA,B3_003,
201602,D1,larval,Offspring,RD2_064,NA,B3_003,
201602,D1,larval,Offspring,RD3_PL001,NA,B3_003,
201602,D1,larval,Offspring,RD3_PL015,NA,B3_003,
201602,D1,larval,Offspring,RD3_PL038,NA,B3_003,
201602,D1,larval,Offspring,RD3_PL048,NA,B3_003,
201602,D1,larval,Offspring,RD3_PL054,NA,B3_003,
201602,D1,larval,Offspring,RD3_PL060,NA,B3_003,
201602,D1,larval,Offspring,RD3_PL067,NA,B3_003,
201602,D1,larval,Offspring,RD3_PL068,NA,B3_003,
201602,D1,pond,Offspring,201602_142_005_B10_G,0.00,B3_003,
201602,D1,pond,Offspring,201602_142_005_H11_G,0.00,B3_003,
201602,D1,broodstock,father,201602BR093,1.73,B3_004,
201602,D1,broodstock,mother,201602BR036,2.76,B3_004,
201602,D1,larval,Offspring,RD2_033,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL006,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL007,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL008,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL012,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL013,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL034,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL035,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL039,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL041,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL045,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL051,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL053,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL056,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL059,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL065,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL081,NA,B3_004,
201602,D1,larval,Offspring,RD3_PL094,NA,B3_004,
201602,D1,pond,Offspring,201602_141_001_E10_G,0.00,B3_004,
201602,D1,broodstock,mother,201602BR036,2.76,B3_005,
201602,D1,larval,Offspring,RD2_040,NA,B3_005,
201602,D1,larval,Offspring,RD2_041,NA,B3_005,
201602,D1,larval,Offspring,RD2_065,NA,B3_005,
201602,D1,larval,Offspring,RD2_094,NA,B3_005,
201602,D1,larval,Offspring,RD3_PL040,NA,B3_005,
201602,D1,larval,Offspring,RD3_PL063,NA,B3_005,
201602,D1,larval,Offspring,RD3_PL071,NA,B3_005,
201602,D1,larval,Offspring,RD3_PL075,NA,B3_005,
201602,D1,larval,Offspring,RD3_PL078,NA,B3_005,
201602,D1,larval,Offspring,RD3_PL091,NA,B3_005,
201602,D1,larval,Offspring,RD3_PL093,NA,B3_005,
201602,D1,broodstock,father,201602BR125,NA,B3_005,
201602,D1,pond,Offspring,201602_141_001_C7_G,0.00,B3_005,
201602,D1,pond,Offspring,201602_141_001_D12_G,0.00,B3_005,
201602,D1,pond,Offspring,201602_141_001_E5_G,0.00,B3_005,
201602,D1,pond,Offspring,201602_142_005_D4_G,0.00,B3_005,
201602,D1,pond,Offspring,201602_142_005_E6_G,0.00,B3_005,
201602,D1,pond,Offspring,201602_142_005_F10_G,0.00,B3_005,
201602,D1,broodstock,father,201602BR096,1.70,B3_006,
201602,D1,broodstock,mother,201602BR039,2.98,B3_006,
201602,D1,larval,Offspring,RD3_PL005,NA,B3_006,
201602,D1,larval,Offspring,RD3_PL046,NA,B3_006,
201602,D1,larval,Offspring,RD3_PL082,NA,B3_006,
201602,D1,broodstock,father,201602BR105,1.39,B3_007,
201602,D1,broodstock,mother,201602BR040,1.46,B3_007,
201602,D1,pond,Offspring,201602_141_001_B12_G,3.15,B3_007,
201602,D1,larval,Offspring,D1.PL004,NA,B3_007,
201602,D1,larval,Offspring,D1.PL012,NA,B3_007,
201602,D1,larval,Offspring,D1.PL023,NA,B3_007,
201602,D1,larval,Offspring,D1.PL032,NA,B3_007,
201602,D1,larval,Offspring,D1.PL037,NA,B3_007,
201602,D1,larval,Offspring,D1.PL041,NA,B3_007,
201602,D1,larval,Offspring,D1.PL085,NA,B3_007,
201602,D1,larval,Offspring,D1_Plate1_B2G,NA,B3_007,
201602,D1,larval,Offspring,D1_Plate1_B9G,NA,B3_007,
201602,D1,larval,Offspring,D1_Plate1_C12G,NA,B3_007,
201602,D1,larval,Offspring,D1_Plate1_C3G,NA,B3_007,
201602,D1,larval,Offspring,D1_Plate1_D7G,NA,B3_007,
201602,D1,larval,Offspring,D1_Plate1_E10G,NA,B3_007,
201602,D1,larval,Offspring,D1_Plate1_E2G,NA,B3_007,
201602,D1,larval,Offspring,D1_Plate1_G3G,NA,B3_007,
201602,D1,larval,Offspring,D1_Plate1_H6G,NA,B3_007,
201602,D1,larval,Offspring,RD3_PL057,NA,B3_007,
201602,D1,larval,Offspring,RD4_PL004,NA,B3_007,
201602,D1,larval,Offspring,RD4_PL007,NA,B3_007,
201602,D1,larval,Offspring,RD4_PL053,NA,B3_007,
201602,D1,larval,Offspring,RD4_PL068,NA,B3_007,
201602,D1,larval,Offspring,RD4_PL069,NA,B3_007,
201602,D1,larval,Offspring,RD4_PL072,NA,B3_007,
201602,D1,larval,Offspring,RD4_PL080,NA,B3_007,
201602,D1,larval,Offspring,RD4_PL084,NA,B3_007,
201602,D1,larval,Offspring,RD4_PL090,NA,B3_007,
201602,D2,pond,Offspring,201602_141_001_H11_G,0.00,B3_007,
201602,D2,pond,Offspring,201602_141_001_H8_G,0.00,B3_007,
201602,D2,broodstock,father,201602BR093,1.73,B3_008,
201602,D2,broodstock,mother,201602BR054,2.22,B3_008,
201602,D2,larval,Offspring,D1.PL005,NA,B3_008,
201602,D2,larval,Offspring,D1.PL006,NA,B3_008,
201602,D2,larval,Offspring,D1.PL018,NA,B3_008,
201602,D2,larval,Offspring,D1.PL026,NA,B3_008,
201602,D2,larval,Offspring,D1.PL089,NA,B3_008,
201602,D2,larval,Offspring,D1_Plate1_B11G,NA,B3_008,
201602,D2,larval,Offspring,D1_Plate1_B8G,NA,B3_008,
201602,D2,larval,Offspring,D1_Plate1_H4G,NA,B3_008,
201602,D2,larval,Offspring,RD3_PL004,NA,B3_008,
201602,D2,larval,Offspring,RD3_PL021,NA,B3_008,
201602,D2,larval,Offspring,RD3_PL032,NA,B3_008,
201602,D2,larval,Offspring,RD3_PL055,NA,B3_008,
201602,D2,larval,Offspring,RD3_PL066,NA,B3_008,
201602,D2,larval,Offspring,RD3_PL070,NA,B3_008,
201602,D2,larval,Offspring,RD4_PL052,NA,B3_008,
201602,D2,larval,Offspring,RD4_PL063,NA,B3_008,
201602,D2,larval,Offspring,RD4_PL081,NA,B3_008,
201602,D2,pond,Offspring,201602_142_005_E1_G,0.00,B3_008,
201602,D2,broodstock,mother,201602BR054,2.22,B3_009,
201602,D2,pond,Offspring,201602_141_001_G3_G,3.16,B3_009,
201602,D2,broodstock,father,201602BR110,0,B3_009,
201602,D2,larval,Offspring,D1.PL021,NA,B3_009,
201602,D2,larval,Offspring,D1.PL030,NA,B3_009,
201602,D2,larval,Offspring,D1.PL058,NA,B3_009,
201602,D2,larval,Offspring,D1.PL067,NA,B3_009,
201602,D2,larval,Offspring,D1.PL076,NA,B3_009,
201602,D2,larval,Offspring,D1.PL081,NA,B3_009,
201602,D2,larval,Offspring,D1_Plate1_A11G,NA,B3_009,
201602,D2,larval,Offspring,D1_Plate1_B12G,NA,B3_009,
201602,D2,larval,Offspring,D1_Plate1_D1G,NA,B3_009,
201602,D2,larval,Offspring,D1_Plate1_E9G,NA,B3_009,
201602,D2,larval,Offspring,D1_Plate1_F11G,NA,B3_009,
201602,D2,larval,Offspring,D1_Plate1_G11G,NA,B3_009,
201602,D2,larval,Offspring,D1_Plate1_H7G,NA,B3_009,
201602,D2,larval,Offspring,RD4_PL010,NA,B3_009,
201602,D2,larval,Offspring,RD4_PL062,NA,B3_009,
201602,D2,pond,Offspring,201602_141_001_A5_G,0.00,B3_009,
201602,D2,pond,Offspring,201602_141_001_B4_G,0.00,B3_009,
201602,D2,pond,Offspring,201602_141_001_E12_G,0.00,B3_009,
201602,D2,broodstock,mother,201602BR055,1.63,B3_010,
201602,D2,larval,Offspring,RD3_PL026,NA,B3_010,
201602,D2,larval,Offspring,RD3_PL083,NA,B3_010,
201602,D2,larval,Offspring,RD4_PL005,NA,B3_010,
201602,D2,larval,Offspring,RD4_PL065,NA,B3_010,
201602,D2,larval,Offspring,RD4_PL074,NA,B3_010,
201602,D2,larval,Offspring,RD4_PL078,NA,B3_010,
201602,D2,larval,Offspring,RD4_PL083,NA,B3_010,
201602,D2,broodstock,father,201602BR109,NA,B3_010,
201602,D2,broodstock,father,201602BR087,1.82,B3_011,
201602,D2,pond,Offspring,201602_141_001_F11_G,3.08,B3_011,
201602,D2,pond,Offspring,201602_141_001_A2_G,3.11,B3_011,
201602,D2,pond,Offspring,201602_141_001_C12_G,3.15,B3_011,
201602,D2,pond,Offspring,201602_142_005_B7_G,3.91,B3_011,
201602,D2,pond,Offspring,201602_142_005_A7_G,4.12,B3_011,
201602,D2,pond,Offspring,201602_142_005_F12_G,4.12,B3_011,
201602,D2,pond,Offspring,201602_142_005_B8_G,4.15,B3_011,
201602,D2,pond,Offspring,201602_142_005_B12_G,4.17,B3_011,
201602,D2,pond,Offspring,201602_142_005_E11_G,4.29,B3_011,
201602,D2,pond,Offspring,201602_142_005_E3_G,7.08,B3_011,
201602,D2,pond,Offspring,201602_142_005_E12_G,7.23,B3_011,
201602,D2,broodstock,mother,201602BR056,0,B3_011,
201602,D2,larval,Offspring,RD2_009,NA,B3_011,
201602,D2,larval,Offspring,RD2_014,NA,B3_011,
201602,D2,larval,Offspring,RD2_037,NA,B3_011,
201602,D2,larval,Offspring,RD2_043,NA,B3_011,
201602,D2,larval,Offspring,RD2_047,NA,B3_011,
201602,D2,larval,Offspring,RD2_055,NA,B3_011,
201602,D2,larval,Offspring,RD2_058,NA,B3_011,
201602,D2,larval,Offspring,RD2_060,NA,B3_011,
201602,D2,larval,Offspring,RD2_061,NA,B3_011,
201602,D2,larval,Offspring,RD2_072,NA,B3_011,
201602,D2,larval,Offspring,RD2_073,NA,B3_011,
201602,D2,larval,Offspring,RD2_077,NA,B3_011,
201602,D2,larval,Offspring,RD2_083,NA,B3_011,
201602,D2,larval,Offspring,RD2_086,NA,B3_011,
201602,D2,larval,Offspring,RD2_090,NA,B3_011,
201602,D3,pond,Offspring,201602_141_001_A3_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_141_001_C1_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_141_001_E6_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_141_001_G10_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_A12_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_B2_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_B3_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_C12_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_D1_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_D12_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_F2_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_F3_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_F5_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_F6_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_G5_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_G6_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_H2_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_H4_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_H5_G,0.00,B3_011,
201602,D3,pond,Offspring,201602_142_005_H6_G,0.00,B3_011,
201602,D3,broodstock,mother,201602BR060,1.51,B3_012,
201602,D3,broodstock,father,201602BR088,2.31,B3_012,
201602,D3,pond,Offspring,201602_142_005_A10_G,3.74,B3_012,
201602,D3,larval,Offspring,D1.PL015,NA,B3_012,
201602,D3,larval,Offspring,D1.PL019,NA,B3_012,
201602,D3,larval,Offspring,D1.PL025,NA,B3_012,
201602,D3,larval,Offspring,D1.PL027,NA,B3_012,
201602,D3,larval,Offspring,D1.PL028,NA,B3_012,
201602,D3,larval,Offspring,D1.PL036,NA,B3_012,
201602,D3,larval,Offspring,D1.PL051,NA,B3_012,
201602,D3,larval,Offspring,D1.PL056,NA,B3_012,
201602,D3,larval,Offspring,D1.PL060,NA,B3_012,
201602,D3,larval,Offspring,D1.PL061,NA,B3_012,
201602,D3,larval,Offspring,D1.PL063,NA,B3_012,
201602,D3,larval,Offspring,D1.PL064,NA,B3_012,
201602,D3,larval,Offspring,D1.PL074,NA,B3_012,
201602,D3,larval,Offspring,D1.PL075,NA,B3_012,
201602,D3,larval,Offspring,D1.PL078,NA,B3_012,
201602,D3,larval,Offspring,D1.PL080,NA,B3_012,
201602,D3,larval,Offspring,D1.PL087,NA,B3_012,
201602,D3,larval,Offspring,D1.PL091,NA,B3_012,
201602,D3,larval,Offspring,D1.PL094,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_A10G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_A1G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_A2G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_A3G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_A4G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_A8G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_B6G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_C1G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_C4G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_C5G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_D2G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_D4G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_D8G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_E12G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_E6G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_E7G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_F12G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_F2G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_F7G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_G2G,NA,B3_012,
201602,D3,larval,Offspring,D1_Plate1_G9G,NA,B3_012,
201602,D4,larval,Offspring,D1_Plate1_H9G,NA,B3_012,
201602,D4,larval,Offspring,RD3_PL010,NA,B3_012,
201602,D4,larval,Offspring,RD3_PL014,NA,B3_012,
201602,D4,larval,Offspring,RD3_PL090,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL006,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL011,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL014,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL020,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL026,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL036,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL039,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL042,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL045,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL050,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL054,NA,B3_012,
201602,D4,larval,Offspring,RD4_PL079,NA,B3_012,
201602,D4,pond,Offspring,201602_141_001_D9_G,0.00,B3_012,
201602,D4,pond,Offspring,201602_141_001_F3_G,0.00,B3_012,
201602,D4,pond,Offspring,201602_142_005_C5_G,0.00,B3_012,
201602,D4,pond,Offspring,201602_142_005_F11_G,0.00,B3_012,
201602,D4,broodstock,mother,201602BR063,2.29,B3_013,
201602,D4,pond,Offspring,201602_141_001_D11_G,3.09,B3_013,
201602,D4,pond,Offspring,201602_141_001_G11_G,3.14,B3_013,
201602,D4,pond,Offspring,201602_141_001_A8_G,3.14,B3_013,
201602,D4,larval,Offspring,D1.PL011,NA,B3_013,
201602,D4,larval,Offspring,D1.PL013,NA,B3_013,
201602,D4,larval,Offspring,D1.PL014,NA,B3_013,
201602,D4,larval,Offspring,D1.PL016,NA,B3_013,
201602,D4,larval,Offspring,D1.PL024,NA,B3_013,
201602,D4,larval,Offspring,D1.PL029,NA,B3_013,
201602,D4,larval,Offspring,D1.PL035,NA,B3_013,
201602,D4,larval,Offspring,D1.PL040,NA,B3_013,
201602,D4,larval,Offspring,D1.PL046,NA,B3_013,
201602,D4,larval,Offspring,D1.PL050,NA,B3_013,
201602,D4,larval,Offspring,D1.PL052,NA,B3_013,
201602,D4,larval,Offspring,D1.PL055,NA,B3_013,
201602,D4,larval,Offspring,D1.PL059,NA,B3_013,
201602,D4,larval,Offspring,D1.PL077,NA,B3_013,
201602,D4,larval,Offspring,D1.PL079,NA,B3_013,
201602,D4,larval,Offspring,D1.PL082,NA,B3_013,
201602,D4,larval,Offspring,D1_Plate1_A5G,NA,B3_013,
201602,D4,larval,Offspring,D1_Plate1_A7G,NA,B3_013,
201602,D4,larval,Offspring,D1_Plate1_A9G,NA,B3_013,
201602,D4,larval,Offspring,D1_Plate1_B10G,NA,B3_013,
201602,D4,larval,Offspring,D1_Plate1_B1G,NA,B3_013,
201602,D4,larval,Offspring,D1_Plate1_B3G,NA,B3_013,
201602,D4,larval,Offspring,D1_Plate1_B4G,NA,B3_013,
