Cohort,Code,Age,Class,PrawnID,GAV,FamID,
201602,D4,larval,Offspring,D1_Plate1_B5G,NA,B3_013,
201602,parent,larval,Offspring,D1_Plate1_C2G,NA,B3_013,
201604,parent,larval,Offspring,D1_Plate1_D10G,NA,B3_013,
201602,parent,larval,Offspring,D1_Plate1_D12G,NA,B3_013,
201602,parent,larval,Offspring,D1_Plate1_D3G,NA,B3_013,
201602,parent,larval,Offspring,D1_Plate1_E1G,NA,B3_013,
201602,parent,larval,Offspring,D1_Plate1_E3G,NA,B3_013,
201602,parent,larval,Offspring,D1_Plate1_F4G,NA,B3_013,
201602,parent,larval,Offspring,D1_Plate1_G4G,NA,B3_013,
201602,parent,larval,Offspring,D1_Plate1_H11G,NA,B3_013,
201604,parent,larval,Offspring,D1_Plate1_H1G,NA,B3_013,
201604,parent,larval,Offspring,D1_Plate1_H3G,NA,B3_013,
201604,parent,larval,Offspring,D1_Plate1_H8G,NA,B3_013,
201604,parent,larval,Offspring,RD3_PL086,NA,B3_013,
201604,parent,larval,Offspring,RD4_PL032,NA,B3_013,
201602,141,larval,Offspring,RD4_PL044,NA,B3_013,
201602,141,larval,Offspring,RD4_PL058,NA,B3_013,
201602,141,larval,Offspring,RD4_PL064,NA,B3_013,
201602,141,larval,Offspring,RD4_PL067,NA,B3_013,
201602,141,larval,Offspring,RD4_PL076,NA,B3_013,
201602,141,larval,Offspring,RD4_PL087,NA,B3_013,
201602,141,broodstock,father,201602BR121,NA,B3_013,
201602,141,pond,Offspring,201602_141_001_A10_G,0.00,B3_013,
201602,141,pond,Offspring,201602_141_001_B3_G,0.00,B3_013,
201602,141,pond,Offspring,201602_141_001_C5_G,0.00,B3_013,
201602,141,pond,Offspring,201602_142_005_B11_G,0.00,B3_013,
201602,141,pond,Offspring,201602_142_005_C6_G,0.00,B3_013,
201602,141,pond,Offspring,201602_142_005_D11_G,0.00,B3_013,
201602,141,pond,Offspring,201602_142_005_E10_G,0.00,B3_013,
201602,141,pond,Offspring,201602_142_005_E4_G,0.00,B3_013,
201602,141,pond,Offspring,201602_142_005_H7_G,0.00,B3_013,
201602,141,broodstock,father,201602BR105,1.39,B3_014,
201602,141,pond,Offspring,201602_141_001_H5_G,3.14,B3_014,
201602,141,broodstock,mother,201602BR066,3.32,B3_014,
201602,141,larval,Offspring,RD2_004,NA,B3_014,
201602,141,larval,Offspring,RD2_013,NA,B3_014,
201602,141,larval,Offspring,RD2_042,NA,B3_014,
201602,141,larval,Offspring,RD2_046,NA,B3_014,
201602,141,larval,Offspring,RD2_050,NA,B3_014,
201602,141,larval,Offspring,RD2_084,NA,B3_014,
201602,141,pond,Offspring,201602_141_001_A7_G,0.00,B3_014,
201602,141,pond,Offspring,201602_141_001_F1_G,0.00,B3_014,
201602,141,broodstock,mother,201602BR069,2.20,B3_015,
201602,141,broodstock,father,201602BR104,0,B3_015,
201602,141,larval,Offspring,D1.PL007,NA,B3_015,
201602,141,larval,Offspring,D1.PL010,NA,B3_015,
201602,141,larval,Offspring,D1.PL042,NA,B3_015,
201602,141,larval,Offspring,RD3_PL029,NA,B3_015,
201602,141,larval,Offspring,RD4_PL015,NA,B3_015,
201602,141,larval,Offspring,RD4_PL022,NA,B3_015,
201602,141,larval,Offspring,RD4_PL028,NA,B3_015,
201602,141,larval,Offspring,RD4_PL043,NA,B3_015,
201602,141,larval,Offspring,RD4_PL094,NA,B3_015,
201602,141,pond,Offspring,201602_141_001_B2_G,0.00,B3_015,
201602,141,pond,Offspring,201602_141_001_E3_G,0.00,B3_015,
201602,141,broodstock,father,201602BR096,1.70,B3_016,
201602,141,broodstock,mother,201602BR075,2.43,B3_016,
201602,141,pond,Offspring,201602_141_001_C2_G,3.09,B3_016,
201602,141,pond,Offspring,201602_142_005_F9_G,3.71,B3_016,
201602,142,larval,Offspring,RD2_006,NA,B3_016,
201602,142,larval,Offspring,RD2_008,NA,B3_016,
201602,142,larval,Offspring,RD2_012,NA,B3_016,
201602,142,larval,Offspring,RD2_028,NA,B3_016,
201602,142,larval,Offspring,RD2_031,NA,B3_016,
201602,142,larval,Offspring,RD2_032,NA,B3_016,
201602,142,larval,Offspring,RD2_038,NA,B3_016,
201602,142,larval,Offspring,RD2_052,NA,B3_016,
201602,142,larval,Offspring,RD2_057,NA,B3_016,
201602,142,larval,Offspring,RD2_063,NA,B3_016,
201602,142,larval,Offspring,RD2_068,NA,B3_016,
201602,142,larval,Offspring,RD2_070,NA,B3_016,
201602,142,pond,Offspring,201602_141_001_A9_G,0.00,B3_016,
201602,142,pond,Offspring,201602_141_001_B1_G,0.00,B3_016,
201602,142,pond,Offspring,201602_141_001_B5_G,0.00,B3_016,
201602,142,pond,Offspring,201602_141_001_C9_G,0.00,B3_016,
201602,142,pond,Offspring,201602_141_001_F7_G,0.00,B3_016,
201602,142,pond,Offspring,201602_142_005_A3_G,0.00,B3_016,
201602,142,pond,Offspring,201602_142_005_A5_G,0.00,B3_016,
201602,142,pond,Offspring,201602_142_005_B5_G,0.00,B3_016,
201602,142,pond,Offspring,201602_142_005_E9_G,0.00,B3_016,
201602,142,pond,Offspring,201602_142_005_F1_G,0.00,B3_016,
201602,142,pond,Offspring,201602_142_005_H8_G,0.00,B3_016,
201602,142,broodstock,mother,201602BR075,2.43,B3_017,
201602,142,broodstock,father,201602BR102,3.57,B3_017,
201602,142,larval,Offspring,RD2_001,NA,B3_017,
201602,142,larval,Offspring,RD2_025,NA,B3_017,
201602,142,larval,Offspring,RD2_056,NA,B3_017,
201602,142,larval,Offspring,RD2_069,NA,B3_017,
201602,142,larval,Offspring,RD2_075,NA,B3_017,
201602,142,larval,Offspring,RD2_092,NA,B3_017,
201602,142,pond,Offspring,201602_141_001_A11_G,0.00,B3_017,
201602,142,pond,Offspring,201602_142_005_D8_G,0.00,B3_017,
201602,142,pond,Offspring,201602_142_005_E7_G,0.00,B3_017,
201602,142,pond,Offspring,201602_142_005_E8_G,0.00,B3_017,
201602,142,broodstock,mother,201602BR085,1.31,B3_019,
201602,142,larval,Offspring,RD2_020,NA,B3_019,
201602,142,larval,Offspring,RD2_024,NA,B3_019,
201602,142,larval,Offspring,RD2_029,NA,B3_019,
201602,142,larval,Offspring,RD2_088,NA,B3_019,
201602,142,larval,Offspring,RD3_PL031,NA,B3_019,
201602,142,larval,Offspring,RD3_PL052,NA,B3_019,
201602,142,larval,Offspring,RD3_PL064,NA,B3_019,
201602,142,larval,Offspring,RD3_PL069,NA,B3_019,
201602,142,larval,Offspring,RD3_PL074,NA,B3_019,
201602,142,larval,Offspring,RD3_PL077,NA,B3_019,
201602,142,broodstock,father,201602BR020,NA,B3_019,
201602,142,pond,Offspring,201602_141_001_D10_G,0.00,B3_019,
201602,142,pond,Offspring,201602_142_005_H3_G,0.00,B3_019,
201604,135,pond,Offspring,201602_141_001_H7_G,2.99,B3_020,
201604,135,pond,Offspring,201602_141_001_E11_G,3.10,B3_020,
201604,135,pond,Offspring,201602_141_001_E2_G,3.16,B3_020,
201604,135,pond,Offspring,201602_142_005_G2_G,3.88,B3_020,
201604,135,pond,Offspring,201602_142_005_G1_G,5.30,B3_020,
201604,135,broodstock,mother,201602BR123,0,B3_020,
201604,135,larval,Offspring,RD2_003,NA,B3_020,
201604,135,larval,Offspring,RD2_005,NA,B3_020,
201604,135,larval,Offspring,RD2_007,NA,B3_020,
201604,135,larval,Offspring,RD2_011,NA,B3_020,
201604,135,larval,Offspring,RD2_018,NA,B3_020,
201604,135,larval,Offspring,RD2_021,NA,B3_020,
201604,135,larval,Offspring,RD2_022,NA,B3_020,
201604,135,larval,Offspring,RD2_034,NA,B3_020,
201604,135,larval,Offspring,RD2_036,NA,B3_020,
201604,135,larval,Offspring,RD2_039,NA,B3_020,
201604,135,larval,Offspring,RD2_044,NA,B3_020,
201604,135,larval,Offspring,RD2_048,NA,B3_020,
201604,135,larval,Offspring,RD2_051,NA,B3_020,
201604,135,larval,Offspring,RD2_054,NA,B3_020,
201604,135,larval,Offspring,RD2_062,NA,B3_020,
201604,135,larval,Offspring,RD2_066,NA,B3_020,
201604,135,larval,Offspring,RD2_067,NA,B3_020,
201604,136,larval,Offspring,RD2_074,NA,B3_020,
201604,136,larval,Offspring,RD2_076,NA,B3_020,
201604,136,larval,Offspring,RD2_080,NA,B3_020,
201604,136,larval,Offspring,RD2_081,NA,B3_020,
201604,136,larval,Offspring,RD2_082,NA,B3_020,
201604,136,larval,Offspring,RD2_085,NA,B3_020,
201604,136,larval,Offspring,RD2_087,NA,B3_020,
201604,136,larval,Offspring,RD2_091,NA,B3_020,
201604,136,larval,Offspring,RD2_093,NA,B3_020,
201604,136,broodstock,father,201602BR118,NA,B3_020,
201604,136,pond,Offspring,201602_141_001_C4_G,0.00,B3_020,
201604,136,pond,Offspring,201602_141_001_C6_G,0.00,B3_020,
201604,136,pond,Offspring,201602_141_001_D1_G,0.00,B3_020,
201604,136,pond,Offspring,201602_141_001_D8_G,0.00,B3_020,
201604,136,pond,Offspring,201602_141_001_E9_G,0.00,B3_020,
201604,136,pond,Offspring,201602_141_001_G9_G,0.00,B3_020,
201604,136,pond,Offspring,201602_141_001_H10_G,0.00,B3_020,
201604,136,pond,Offspring,201602_142_005_A2_G,0.00,B3_020,
201604,136,pond,Offspring,201602_142_005_D3_G,0.00,B3_020,
201604,136,pond,Offspring,201602_142_005_D6_G,0.00,B3_020,
201604,136,pond,Offspring,201602_142_005_E5_G,0.00,B3_020,
201604,243,broodstock,mother,201602BR031,0,B3_023,
201604,243,larval,Offspring,RD3_PL002,NA,B3_023,
201604,243,broodstock,father,201602BR126,NA,B3_023,
201604,243,pond,Offspring,201602_141_001_A4_G,0.00,B3_023,
201604,243,pond,Offspring,201602_141_001_D2_G,0.00,B3_023,
201604,243,pond,Offspring,201602_141_001_G5_G,0.00,B3_023,
201604,243,pond,Offspring,201602_142_005_A9_G,0.00,B3_023,
201604,243,broodstock,father,201602BR127,0,B3_029,
201604,244,larval,Offspring,RD3_PL062,NA,B3_029,
201604,244,larval,Offspring,RD3_PL088,NA,B3_029,
201604,244,larval,Offspring,RD4_PL012,NA,B3_029,
201604,244,larval,Offspring,RD4_PL035,NA,B3_029,
201604,244,larval,Offspring,RD4_PL037,NA,B3_029,
201604,244,larval,Offspring,RD4_PL040,NA,B3_029,
201604,244,larval,Offspring,RD4_PL046,NA,B3_029,
201604,244,broodstock,mother,201602BR018,NA,B3_029,
201604,136,pond,Offspring,201602_141_001_F8_G,0.00,B3_029,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
