PrawnID,GAV,Class,Family ID,,,Family,,Offspring count
G1T1701_150_005_F12_G,4.48,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_150_004_G5_G,4.51,Offspring,G1T1701_BR_057_GP__G1T1701_BR_012_P,,,,,
G1T1701_149_002_D7_G,4.52,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_005_G3_G,4.54,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_150_002_F10_G,4.61,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_005_F1_G,4.62,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_002_H7_G,4.64,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_H7_G,4.65,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_001_B4_G,4.66,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_150_001_F11_G,4.73,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_001_H10_G,4.77,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_150_004_B3_G,4.80,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_149_004_E1_G,4.80,Offspring,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,
G1T1701_149_002_B7_G,4.90,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_002_F3_G,4.96,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_005_E9_G,4.96,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_150_004_F3_G,5.01,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_150_005_C4_G,5.02,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_150_004_C5_G,5.04,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_002_E6_G,5.06,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_005_G10_G,5.09,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_149_001_D12_G,5.11,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_002_B10_G,5.13,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_004_D2_G,5.15,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_005_H6_G,5.19,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_004_E1_G,5.19,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_002_G5_G,5.19,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_025_PL,5.23,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_150_001_F2_G,5.24,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_149_005_E4_G,5.28,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_150_005_F1_G,5.34,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_005_F3_G,5.35,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_150_004_G6_G,5.49,Offspring,G1T1701_BR_057_GP__G1T1701_BR_012_P,,,,,
G1T1701_149_002_A3_G,5.53,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_004_E4_G,5.62,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_002_F5_G,5.63,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_155_001_A11_G,5.63,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_002_E10_G,5.65,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_149_005_G11_G,5.65,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_149_002_F4_G,5.75,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_002_H1_G,5.78,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_RD3_032_PL,5.82,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_003_E12_G,5.84,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_150_004_A4_G,5.87,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_002_E12_G,5.96,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_149_002_C3_G,6.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_085_PL,6.01,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_150_005_A3_G,6.04,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_RD3_019_PL,6.04,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_RD3_028_PL,6.13,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_005_PL,6.15,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_E7_G,6.18,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_RD3_016_PL,6.24,Offspring,G1T1701_BR_052_P__G1T1701_BR_007_P,,,,,
G1T1701_RD3_073_PL,6.26,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_005_H4_G,6.27,Offspring,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,
G1T1701_RD3_010_PL,6.29,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_037_PL,6.30,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_045_PL,6.32,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_031_PL,6.42,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_RD3_088_PL,6.52,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_002_A7_G,6.53,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_018_PL,6.53,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_001_PL,6.53,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_RD3_027_PL,6.54,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_RD3_006_PL,6.54,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_RD3_048_PL,6.57,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_RD3_023_PL,6.58,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_RD3_071_PL,6.60,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_RD3_017_PL,6.60,Offspring,G1T1701_BR_095_MP__G1T1701_BR_283_MP,,,,,
G1T1701_RD3_049_PL,6.63,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_004_B2_G,6.69,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_RD3_009_PL,6.78,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_RD3_043_PL,6.79,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_RD3_087_PL,6.79,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_RD3_074_PL,6.79,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_RD3_044_PL,6.79,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_RD3_066_PL,6.80,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_RD3_042_PL,6.88,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_RD3_083_PL,6.93,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_007_PL,6.93,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_RD3_051_PL,6.93,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_040_PL,7.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_079_PL,7.01,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_RD3_030_PL,7.02,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_RD3_034_PL,7.04,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_072_PL,7.06,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_RD3_033_PL,7.06,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_RD3_063_PL,7.08,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_084_PL,7.12,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_RD3_080_PL,7.14,Offspring,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,
G1T1701_RD3_035_PL,7.17,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_038_PL,7.19,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_RD3_052_PL,7.28,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_RD3_015_PL,7.34,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_RD3_060_PL,7.35,Offspring,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,
G1T1701_RD3_020_PL,7.38,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_RD3_067_PL,7.39,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_RD3_068_PL,7.39,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_RD3_077_PL,7.39,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_RD3_046_PL,7.40,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_RD3_011_PL,7.43,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_093_PL,7.49,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_078_PL,7.50,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_RD3_053_PL,7.53,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_RD3_047_PL,7.54,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_091_PL,7.55,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_070_PL,7.56,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_RD3_076_PL,7.61,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_RD3_092_PL,7.66,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_RD3_075_PL,7.72,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_RD3_054_PL,7.77,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_RD3_082_PL,7.78,Offspring,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,
G1T1701_RD3_069_PL,7.96,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_RD3_055_PL,8.04,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_RD3_058_PL,8.07,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_RD3_004_PL,8.09,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_RD3_081_PL,8.10,Offspring,G1T1701_BR_095_MP__G1T1701_BR_445_MP,,,,,
G1T1701_RD3_022_PL,8.16,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_RD3_059_PL,8.16,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_RD3_057_PL,8.19,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_RD3_029_PL,8.29,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_RD3_061_PL,8.34,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_RD3_089_PL,8.94,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_RD3_014_PL,8.96,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_150_003_A6_G,10.48,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_149_003_A4_G,NA,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_149_005_C4_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_005_D5_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_006_A1_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_006_A10_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_A12_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_006_A3_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_A5_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_149_006_A6_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_149_006_A7_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_A8_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_006_A9_G,NA,Offspring,G1T1701_BR_401_MP__G1T1701_BR_450_MP,,,,,
G1T1701_149_006_B1_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_149_006_B10_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_149_006_B11_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_149_006_B2_G,NA,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_149_006_B3_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_006_B6_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_B7_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_149_006_B8_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_006_B9_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_006_C1_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_006_C10_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_006_C11_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_C2_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_C3_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_149_006_C5_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_149_006_C7_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_C9_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_149_006_D1_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_149_006_D12_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_D2_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_006_D3_G,NA,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_149_006_D4_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_006_D6_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_006_D8_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_149_006_D9_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_006_E1_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_006_E12_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_149_006_E4_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_006_E6_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_E8_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_006_E9_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_F1_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_F11_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_006_F12_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_006_F3_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_149_006_F6_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_149_006_F9_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_G1_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_006_G10_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_G11_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_G2_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_149_006_G5_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_G6_G,NA,Offspring,G1T1701_BR_070_P__G1T1701_BR_041_P,,,,,
G1T1701_149_006_G8_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_G9_G,NA,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_149_006_H10_G,NA,Offspring,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,
G1T1701_149_006_H11_G,NA,Offspring,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,
G1T1701_149_006_H2_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_H3_G,NA,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_149_006_H5_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_149_006_H6_G,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_006_H7_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_006_H9_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_007_A1_G,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_007_A10_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_007_A3_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_007_A4_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_007_A5_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_007_A6_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_149_007_A7_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_007_A8_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_149_007_B10_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_007_B11_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_149_007_B12_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_007_B2_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_007_B3_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_007_B4_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_007_B5_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_007_B6_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_007_B8_G,NA,Offspring,G1T1701_BR_060_P__G1T1701_BR_022_P,,,,,
G1T1701_149_007_B9_G,NA,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_149_007_C10_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_007_C12_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_149_007_C2_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_149_007_C3_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_007_C4_G,NA,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_149_007_C5_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_007_C6_G,NA,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_149_007_C7_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_007_C8_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_007_D10_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_007_D11_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_149_007_D12_G,NA,Offspring,G1T1701_BR_057_GP__G1T1701_BR_012_P,,,,,
G1T1701_149_007_D3_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_007_D5_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_007_D6_G,NA,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_149_007_D7_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_149_007_D8_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_007_D9_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_149_007_E1_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_149_007_E10_G,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_007_E11_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_007_E12_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_007_E2_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_007_E4_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_007_E5_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_149_007_E7_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_149_007_E9_G,NA,Offspring,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,
G1T1701_149_007_F1_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_007_F10_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_007_F11_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_007_F12_G,NA,Offspring,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,
G1T1701_149_007_F2_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_149_007_F3_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_007_F4_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_007_F6_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_007_F7_G,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_007_G1_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_149_007_G10_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_007_G11_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_007_G2_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_007_G4_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_007_G6_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_007_G7_G,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
