PrawnID,GAV,Class,Family ID,,,Family,,Offspring count
G1T1701_157_002_E10_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_157_002_E2_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_E3_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_157_002_E5_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_E6_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_E8_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_E9_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_157_002_F10_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_157_002_F11_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_F3_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_F5_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_F6_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_F8_G,#N/A,Offspring,G1T1701_BR_204_M__G1T1701_BR_428_MP,,,,,
G1T1701_157_002_F9_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_157_002_G1_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_G11_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_G2_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_G5_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_157_002_G6_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_G9_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_H1_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_157_002_H10_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_H11_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_H6_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_157_002_H7_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_157_002_H9_G,#N/A,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_160_001_A10_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_160_001_A12_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_001_A2_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_A3_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_A5_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_A6_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_A7_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_A9_G,#N/A,Offspring,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,
G1T1701_160_001_B10_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_B12_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_B2_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_B3_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_B4_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_160_001_B5_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_B6_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_B7_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_B9_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_160_001_C11_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_001_C12_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_001_C3_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_C4_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_C5_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_001_C6_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_C7_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_C9_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_D1_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_D10_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_D11_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_001_D12_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_D2_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_D4_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_001_D5_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_001_D7_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_D9_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_160_001_E10_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_001_E11_G,#N/A,Offspring,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,
G1T1701_160_001_E3_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_001_E4_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_001_E6_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_E8_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_E9_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_F10_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_001_F2_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_001_F4_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_F5_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_001_F6_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_001_F7_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_F8_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_G1_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_G10_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_G2_G,#N/A,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_160_001_G4_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_G5_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_001_G6_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_G9_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_001_H1_G,#N/A,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_160_001_H11_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_001_H2_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_H3_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_H4_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_H5_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_H6_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_001_H7_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_001_H8_G,#N/A,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_160_002_A10_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_A11_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_A12_G,#N/A,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_160_002_A2_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_A3_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_A7_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_A8_G,#N/A,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_160_002_A9_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_B11_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_160_002_B3_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_B4_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_002_B5_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_160_002_B6_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_B8_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_B9_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_C1_G,#N/A,Offspring,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,
G1T1701_160_002_C10_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_C11_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_002_C12_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_C2_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_C3_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_C4_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_C6_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_002_C7_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_036_P,,,,,
G1T1701_160_002_C9_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_D1_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_D12_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_D2_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_D3_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_D4_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_036_P,,,,,
G1T1701_160_002_D5_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_002_D6_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_D8_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_E1_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_E11_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_E12_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_E2_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_002_E4_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_E5_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_E6_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_E7_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_E8_G,#N/A,Offspring,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,
G1T1701_160_002_E9_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_F2_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_F8_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_F9_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_G1_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_002_G11_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_G4_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_G5_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_G6_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_G7_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_002_G8_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_H1_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_H11_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_002_H4_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_002_H5_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_002_H7_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_002_H9_G,#N/A,Offspring,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,
G1T1701_160_003_A1_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_A11_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_A12_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_A2_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_A3_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_A4_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_003_A5_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_A6_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_A7_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_A8_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_A9_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_B10_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_003_B11_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_003_B12_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_B2_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_036_P,,,,,
G1T1701_160_003_B3_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_B4_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_B7_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_B8_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_B9_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_C1_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_C10_G,#N/A,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_160_003_C11_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_C12_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_036_P,,,,,
G1T1701_160_003_C2_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_C3_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_C4_G,#N/A,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_160_003_C8_G,#N/A,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_160_003_C9_G,#N/A,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_160_003_D1_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_D10_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_D11_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_003_D3_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_D4_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_D7_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_D8_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_E1_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_E10_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_160_003_E11_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_E12_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_E2_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_E3_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_E4_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_003_E7_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_160_003_E8_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_E9_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_F1_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_F10_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_F11_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_F12_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_F2_G,#N/A,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_160_003_F3_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_G10_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_035_P,,,,,
G1T1701_160_003_G11_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_G2_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_003_G3_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_G4_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_G5_G,#N/A,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_160_003_G7_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_G8_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_G9_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_003_H1_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_H10_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_003_H11_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_H2_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_H3_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_003_H4_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_H5_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_003_H6_G,#N/A,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_160_003_H7_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_003_H9_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_004_A11_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_004_A2_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_004_A3_G,#N/A,Offspring,G1T1701_BR_362_MP__G1T1701_BR_284_MP,,,,,
G1T1701_160_004_A4_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_004_A6_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_004_A8_G,#N/A,Offspring,G1T1701_BR_192_MP__G1T1701_BR_141_MP,,,,,
G1T1701_160_004_A9_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_004_B1_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_004_B12_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_004_B2_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_004_B4_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_004_B5_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_004_B6_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_004_B7_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_004_B8_G,#N/A,Offspring,G1T1701_BR_065_P__G1T1701_BR_036_P,,,,,
G1T1701_160_004_B9_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
G1T1701_160_004_C1_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_004_C10_G,#N/A,Offspring,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,
G1T1701_160_004_C12_G,#N/A,Offspring,G1T1701_BR_402_MP__G1T1701_BR_325_MP,,,,,
G1T1701_160_004_C2_G,#N/A,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_160_004_C3_G,#N/A,Offspring,G1T1701_BR_135_MP__G1T1701_BR_359_MP,,,,,
G1T1701_160_004_C5_G,#N/A,Offspring,G1T1701_BR_198_M__G1T1701_BR_044_P,,,,,
