Cohort,Farmcode,Type,Offspring ID,OffspringlgGAV,FatherID,FatherLog10GAV,MotherID,MotherlgGAV,FamilyID,,Family ID,FinalFamno.,offspring count,pondprop.(%),larval prop.(%),Fatherld,Mother ld,Meanparentld,Max ld,Min ld,Mean Offspring ld,Family ID
,,,,,,,,,,,,,,,,,,,,,,
201604,135,pond,135_04_B9G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,135,pond,135_04_C8G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,135,pond,135_04_G7G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,135,pond,135_04_H8G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,135,pond,135_05_A7G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,135,pond,135_05_B3G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,135,pond,135_05_B5G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,135,pond,135_05_C4G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
