Cohort,Farmcode,Type,Offspring ID,OffspringlgGAV,FatherID,FatherLog10GAV,MotherID,MotherlgGAV,FamilyID,,Family ID,FinalFamno.,offspring count,pondprop.(%),larval prop.(%),Fatherld,Mother ld,Meanparentld,Max ld,Min ld,Mean Offspring ld,Family ID
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_G9G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_H10G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_H11G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_A4G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_B2G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_B7G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_C1G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_D3G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_D6G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_E10G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_E1G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_E9G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_G2G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_H5G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_B1G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_E3G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_E5G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_G10G,NA,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_A1_G,6.45,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_A6_G,5.95,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_B2_G,3.15,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_B8_G,6.96,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_B9_G,6.4,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_E2_G,0.00001,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_F1_G,0.00001,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_F3_G,3.25,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_F7_G,3.19,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_G5_G,3.39,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_G6_G,3.11,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_H10_G,0.00001,201604BR223,NA,201604BR102,0,B2_007,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_B7G,NA,201604BR231,3.15,201604BR074,4.09,B2_009,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_A5G,NA,201604BR231,3.15,201604BR074,4.09,B2_009,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_B6_G,7.28,201604BR231,3.15,201604BR074,4.09,B2_009,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_A11G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_A2G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_A4G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_A8G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_B3G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_B5G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_B9G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_C8G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_E10G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_F2G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_F7G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_G2G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_G3G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_G8G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_H7G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_A10G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_B3G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_B4G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_C3G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_E2G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_E3G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_G10G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_H7G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_A6G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_A8G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_B11G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_B3G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_C7G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_E2G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_F3G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_F4G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_F9G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_A10G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_A6G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_B4G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_C1G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_C7G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_D12G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_F8G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_H1G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_H3G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_H6G,NA,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_A8_G,3.93,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_B1_G,4.25,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_B7_G,5.74,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_C7_G,3.74,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_D2_G,0.00001,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_F5_G,5,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_G10_G,8.03,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_H4_G,3.65,201604BR231,3.15,201604BR094,3.71,B2_010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_02_A7G,NA,201604BR277,3.38,201604BR003,3.03,B2_011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_A12G,NA,201604BR277,3.38,201604BR003,3.03,B2_011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_03_H4G,NA,201604BR277,3.38,201604BR003,3.03,B2_011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_A11G,NA,201604BR277,3.38,201604BR003,3.03,B2_011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_05_C4G,NA,201604BR277,3.38,201604BR003,3.03,B2_011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_B9G,NA,201604BR277,3.38,201604BR003,3.03,B2_011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_C9G,NA,201604BR277,3.38,201604BR003,3.03,B2_011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,136_07_E9G,NA,201604BR277,3.38,201604BR003,3.03,B2_011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201604,136,pond,201604_136_001_A7_G,0.00001,201604BR277,3.38,201604BR003,3.03,B2_011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_02_A1G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_02_A9G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_02_C10G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_02_F1G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_02_F3G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_02_F4G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_02_G10G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_02_H10G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_A11G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_A1G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_A3G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_A8G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_A9G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_B1G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_C10G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_C7G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_D10G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_D12G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_D1G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_E12G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_E9G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_F12G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_F3G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_F8G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_G3G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_G5G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_03_H2G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_05_B4G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_05_C2G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_05_D2G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_05_D8G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_05_F11G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_A2G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_A9G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_B5G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_C11G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_C5G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_D1G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_D2G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_E8G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_F9G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_G2G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,136_07_H4G,NA,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,201604_136_001_A5_G,0.00001,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,201604_136_001_B10_G,0.00001,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,201604_136_001_B4_G,3.65,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,201604_136_001_C11_G,3.58,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,201604_136_001_D4_G,3.19,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,201604_136_001_D5_G,4,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,201604_136_001_D7_G,4.16,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,201604_136_001_E1_G,5.37,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201602,136,pond,201604_136_001_H8_G,3.48,201604BR323,5.47,201604BR429,0,B2_013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_A12G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_A5G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_B6G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_C11G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_C5G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_D2G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_D4G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_D5G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_D9G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_E11G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_E12G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_E3G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_F10G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_F11G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_G11G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_02_G6G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_A2G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_B12G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_B5G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_C5G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_D11G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_D3G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_E6G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_F11G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_F1G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_G11G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_G7G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_H3G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
201701,136,pond,136_03_H6G,NA,201604BR326,4.07,201604BR520,4.15,B2_014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
