Cohort,Pond,Class,Prawn ID,log10GAV,FamilyID,,IntFamID,FamilyID,FamIntID,FatherGAVld,MotherGAVld,Mean Parent Load,Offspringcount,Offspring GAV+ve,Gav+ve(%),Offspring GAV -ve,GAV -ve (%),Offspringmeanld,Maxld,Minld
G1T1701,149,Offspring,G1T1701_149_003_B11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C10_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C5_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_D10_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_D2_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E10_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E4_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F4_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F7_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_G11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_G4_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_G9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_H5_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_F3_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_G11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_G6_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_H5_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_H9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_B11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_C9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F10_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_G2_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_H3_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A8_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_E3_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_G11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_B12_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_C10_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_C12_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_D8_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F7_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_A7_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_B9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_C12_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_D11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_D12_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_D3_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_E10_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_E5_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_F6_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_F7_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_G8_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_G9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_H1_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_H6_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_B4_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_B5_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_D12_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_D7_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_D8_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_F7_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_G11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_C12_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_D6_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_E1_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_E2_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_G1_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_G6_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A12_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A2_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B6_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_C9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_E11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_G8_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_H4_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_H6_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B7_G,0.64,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_H8_G,0.84,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_G6_G,0.87,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_G9_G,0.95,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_H10_G,0.96,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_F7_G,0.97,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_D8_G,1.07,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B8_G,1.12,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_G2_G,1.14,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F1_G,1.17,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B10_G,1.17,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E8_G,1.28,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A7_G,1.29,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A1_G,1.32,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_D2_G,1.33,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_A11_G,1.34,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_D7_G,1.4,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D6_G,1.44,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_G1_G,1.53,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_D10_G,1.57,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_C3_G,1.57,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_B9_G,1.64,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C3_G,1.65,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_C6_G,1.79,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A11_G,1.88,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_H6_G,1.94,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A4_G,2.06,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_D12_G,2.09,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_G1_G,2.18,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_G7_G,2.2,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_D8_G,2.27,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_D5_G,2.27,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_G8_G,2.37,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_G7_G,2.43,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A10_G,2.45,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_B6_G,2.52,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_B4_G,2.62,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F9_G,2.64,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B5_G,2.81,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_G11_G,2.86,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_B9_G,2.9,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_B8_G,2.92,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_C2_G,3.01,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D4_G,3.25,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_D4_G,3.49,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_G10_G,3.54,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_H10_G,3.58,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_G7_G,3.64,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_D7_G,3.64,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_C5_G,3.93,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F6_G,3.98,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_H6_G,4.17,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A7_G,4.27,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_B6_G,4.31,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A6_G,4.42,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F1_G,4.62,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_H7_G,4.64,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_E6_G,5.06,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_E4_G,5.62,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A7_G,6.53,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_B10_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_D9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_E4_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_F9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_G4_G,nd,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_A4_G,nd,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_B6_G,nd,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_F12_G,nd,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_H9_G,nd,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E8_G,nd,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_G2_G,nd,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_D6_G,1.24,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A8_G,1.41,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H3_G,1.46,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A9_G,1.91,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_D11_G,1.92,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_H3_G,1.96,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_B9_G,2.45,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_A4_G,3.14,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A1_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F5_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F7_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_G7_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H1_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_D5_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_B5_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D8_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_E8_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_F10_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_F11_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_C8_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_D12_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_D7_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F3_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_D7_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_G4_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_C6_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_E7_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_G11_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_G1_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D5_G,0.95,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C1_G,1.15,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_E1_G,2.06,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_C11_G,2.14,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_B4_G,2.18,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A12_G,2.21,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_C4_G,2.24,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A1_G,2.57,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_H8_G,2.83,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_H9_G,2.83,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_G10_G,3.72,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_C12_G,3.76,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_G4_G,4.05,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_A10_G,4.45,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_F12_G,4.48,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_C4_G,5.02,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_E4_G,5.28,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_F5_G,5.63,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
