Pond,OffspringID,Offspring GAV,Candidate mother ID,Dam GAV copies/ug,Dam Family
149,G1T1701_149_005_B7_G,ND,D_117,MISSING,
149,G1T1701_149_002_E7_G,318019.63,D_7,MISSING,
149,G1T1701_149_003_H3_G,8.09,D_7,MISSING,
149,G1T1701_149_005_G7_G,2690.63,D_7,MISSING,
149,G1T1701_149_004_D3_G,ND,D_13,MISSING,
149,G1T1701_149_004_E7_G,ND,D_13,MISSING,
149,G1T1701_149_005_D8_G,3674.24,D_14,MISSING,
149,G1T1701_149_001_H9_G,110890.28,D_7,MISSING,
149,G1T1701_149_002_C4_G,1423.83,D_7,MISSING,
149,G1T1701_149_002_C9_G,ND,D_7,MISSING,
149,G1T1701_149_002_D11_G,ND,D_7,MISSING,
149,G1T1701_149_001_E1_G,633949.88,D_54,MISSING,
149,G1T1701_149_002_C12_G,ND,D_54,MISSING,
149,G1T1701_149_005_A6_G,30958.23,D_117,MISSING,
149,G1T1701_149_004_C5_G,ND,D_26,MISSING,
149,G1T1701_149_004_C6_G,ND,D_26,MISSING,
149,G1T1701_149_003_D4_G,15168.9,D_13,MISSING,
149,G1T1701_149_004_H4_G,1316.93,D_13,MISSING,
149,G1T1701_149_005_H2_G,454.1389465,D_13,MISSING,
149,G1T1701_149_001_E7_G,ND,D_50,MISSING,
149,G1T1701_149_002_G7_G,987.73,D_50,MISSING,
149,G1T1701_149_004_H7_G,ND,D_50,MISSING,
149,G1T1701_149_001_D4_G,965133.75,D_54,MISSING,
149,G1T1701_149_002_F6_G,352.6371384,D_14,MISSING,
149,G1T1701_149_003_F8_G,ND,D_14,MISSING,
149,G1T1701_149_004_B7_G,ND,D_14,MISSING,
149,G1T1701_149_005_B2_G,ND,D_14,MISSING,
149,G1T1701_149_005_D6_G,ND,D_14,MISSING,
